Datum Zeit,Freiberg PM10
,µg/m³
31-12-10,14
30-12-10,29
29-12-10,63
28-12-10,21
27-12-10,17
26-12-10,15
25-12-10,8
24-12-10,15
23-12-10,44
22-12-10,38
21-12-10,23
20-12-10,17
19-12-10,12
18-12-10,26
17-12-10,20
16-12-10,15
15-12-10,11
14-12-10,13
13-12-10,8
12-12-10,4
11-12-10,2
10-12-10,10
09-12-10,13
08-12-10,85
07-12-10,70
06-12-10,34
05-12-10,16
04-12-10,29
03-12-10,41
02-12-10,34
01-12-10,40

