Datum Zeit,Dresden-Bergstraße PM2.5
,µg/m³
31-12-10,45.09
30-12-10,72.50
29-12-10,61.12
28-12-10,23.00
27-12-10,21.08
26-12-10,14.74
25-12-10,10.52
24-12-10,18.82
23-12-10,32.60
22-12-10,37.40
21-12-10,29.18
20-12-10,19.73
19-12-10,34.41
18-12-10,50.07
17-12-10,31.40
16-12-10,32.76
15-12-10,15.25
14-12-10,14.78
13-12-10,10.46
12-12-10,3.70
11-12-10,
10-12-10,10.14
09-12-10,17.53
08-12-10,85.60
07-12-10,78.28
06-12-10,46.17
05-12-10,28.92
04-12-10,56.02
03-12-10,55.83
02-12-10,31.85
01-12-10,37.78

