Datum Zeit,Goerlitz SO2
,µg/m³
01-01-11 00:00,3.1
31-12-10 23:00,3.5
31-12-10 22:00,3.6
31-12-10 21:00,4.6
31-12-10 20:00,4.3
31-12-10 19:00,3.8
31-12-10 18:00,5.1
31-12-10 17:00,5.1
31-12-10 16:00,5.9
31-12-10 15:00,7.1
31-12-10 14:00,9.8
31-12-10 13:00,18.8
31-12-10 12:00,28.1
31-12-10 11:00,27.5
31-12-10 10:00,29.7
31-12-10 09:00,31.9
31-12-10 08:00,31.3
31-12-10 07:00,32.3
31-12-10 06:00,33.0
31-12-10 05:00,30.1
31-12-10 04:00,31.1
31-12-10 03:00,33.3
31-12-10 02:00,33.8
31-12-10 01:00,33.2
31-12-10 00:00,35.1
30-12-10 23:00,44.2
30-12-10 22:00,51.3
30-12-10 21:00,53.0
30-12-10 20:00,50.5
30-12-10 19:00,34.7
30-12-10 18:00,36.7
30-12-10 17:00,27.9
30-12-10 16:00,26.1
30-12-10 15:00,26.3
30-12-10 14:00,26.3
30-12-10 13:00,24.2
30-12-10 12:00,22.9
30-12-10 11:00,17.7
30-12-10 10:00,12.3
30-12-10 09:00,8.9
30-12-10 08:00,5.6
30-12-10 07:00,4.3
30-12-10 06:00,3.0
30-12-10 05:00,2.8
30-12-10 04:00,3.0
30-12-10 03:00,3.5
30-12-10 02:00,4.0
30-12-10 01:00,3.8
30-12-10 00:00,2.8
29-12-10 23:00,3.6
29-12-10 22:00,4.0
29-12-10 21:00,4.8
29-12-10 20:00,6.1
29-12-10 19:00,7.1
29-12-10 18:00,7.5
29-12-10 17:00,10.5
29-12-10 16:00,15.8
29-12-10 15:00,24.3
29-12-10 14:00,23.4
29-12-10 13:00,17.1
29-12-10 12:00,21.1
29-12-10 11:00,23.9
29-12-10 10:00,20.0
29-12-10 09:00,15.9
29-12-10 08:00,35.7
29-12-10 07:00,41.3
29-12-10 06:00,35.2
29-12-10 05:00,26.7
29-12-10 04:00,27.7
29-12-10 03:00,27.3
29-12-10 02:00,23.7
29-12-10 01:00,21.0
29-12-10 00:00,23.5
28-12-10 23:00,23.0
28-12-10 22:00,21.2
28-12-10 21:00,21.2
28-12-10 20:00,19.5
28-12-10 19:00,15.2
28-12-10 18:00,14.4
28-12-10 17:00,12.8
28-12-10 16:00,8.4
28-12-10 15:00,7.7
28-12-10 14:00,8.7
28-12-10 13:00,7.6
28-12-10 12:00,6.7
28-12-10 11:00,7.2
28-12-10 10:00,9.8
28-12-10 09:00,11.8
28-12-10 08:00,11.6
28-12-10 07:00,5.8
28-12-10 06:00,4.4
28-12-10 05:00,4.8
28-12-10 04:00,8.2
28-12-10 03:00,9.6
28-12-10 02:00,8.2
28-12-10 01:00,8.3
28-12-10 00:00,9.3
27-12-10 23:00,10.1
27-12-10 22:00,11.1
27-12-10 21:00,11.8
27-12-10 20:00,11.7
27-12-10 19:00,10.5
27-12-10 18:00,9.3
27-12-10 17:00,7.8
27-12-10 16:00,8.8
27-12-10 15:00,10.7
27-12-10 14:00,10.7
27-12-10 13:00,10.6
27-12-10 12:00,10.5
27-12-10 11:00,10.0
27-12-10 10:00,8.9
27-12-10 09:00,9.1
27-12-10 08:00,10.3
27-12-10 07:00,10.1
27-12-10 06:00,11.3
27-12-10 05:00,15.4
27-12-10 04:00,13.7
27-12-10 03:00,14.5
27-12-10 02:00,11.3
27-12-10 01:00,5.6
27-12-10 00:00,4.4
26-12-10 23:00,6.5
26-12-10 22:00,5.1
26-12-10 21:00,2.9
26-12-10 20:00,3.9
26-12-10 19:00,4.6
26-12-10 18:00,3.3
26-12-10 17:00,2.1
26-12-10 16:00,2.0
26-12-10 15:00,2.4
26-12-10 14:00,2.6
26-12-10 13:00,2.3
26-12-10 12:00,1.7
26-12-10 11:00,1.9
26-12-10 10:00,2.2
26-12-10 09:00,2.2
26-12-10 08:00,1.7
26-12-10 07:00,2.1
26-12-10 06:00,1.6
26-12-10 05:00,1.1
26-12-10 04:00,1.1
26-12-10 03:00,1.0
26-12-10 02:00,1.3
26-12-10 01:00,1.6
26-12-10 00:00,1.1
25-12-10 23:00,1.0
25-12-10 22:00,1.5
25-12-10 21:00,1.8
25-12-10 20:00,2.7
25-12-10 19:00,2.2
25-12-10 18:00,2.4
25-12-10 17:00,2.3
25-12-10 16:00,2.6
25-12-10 15:00,2.4
25-12-10 14:00,2.7
25-12-10 13:00,3.5
25-12-10 12:00,3.7
25-12-10 11:00,3.0
25-12-10 10:00,2.6
25-12-10 09:00,2.8
25-12-10 08:00,3.7
25-12-10 07:00,3.4
25-12-10 06:00,2.4
25-12-10 05:00,2.9
25-12-10 04:00,3.1
25-12-10 03:00,2.2
25-12-10 02:00,1.8
25-12-10 01:00,1.4
25-12-10 00:00,1.6
24-12-10 23:00,2.6
24-12-10 22:00,2.0
24-12-10 21:00,2.3
24-12-10 20:00,2.4
24-12-10 19:00,3.2
24-12-10 18:00,3.1
24-12-10 17:00,2.8
24-12-10 16:00,2.8
24-12-10 15:00,2.6
24-12-10 14:00,2.1
24-12-10 13:00,2.4
24-12-10 12:00,2.0
24-12-10 11:00,2.8
24-12-10 10:00,2.3
24-12-10 09:00,2.3
24-12-10 08:00,2.3
24-12-10 07:00,3.8
24-12-10 06:00,4.1
24-12-10 05:00,3.1
24-12-10 04:00,4.3
24-12-10 03:00,5.4
24-12-10 02:00,8.7
24-12-10 01:00,10.9
24-12-10 00:00,10.1
23-12-10 23:00,6.2
23-12-10 22:00,6.9
23-12-10 21:00,8.8
23-12-10 20:00,9.6
23-12-10 19:00,7.9
23-12-10 18:00,10.3
23-12-10 17:00,15.4
23-12-10 16:00,19.2
23-12-10 15:00,18.8
23-12-10 14:00,20.4
23-12-10 13:00,17.7
23-12-10 12:00,16.6
23-12-10 11:00,11.8
23-12-10 10:00,9.4
23-12-10 09:00,9.2
23-12-10 08:00,7.4
23-12-10 07:00,7.1
23-12-10 06:00,7.9
23-12-10 05:00,7.8
23-12-10 04:00,10.4
23-12-10 03:00,13.3
23-12-10 02:00,13.2
23-12-10 01:00,13.9
23-12-10 00:00,16.9
22-12-10 23:00,13.0
22-12-10 22:00,12.1
22-12-10 21:00,13.7
22-12-10 20:00,13.1
22-12-10 19:00,11.5
22-12-10 18:00,13.6
22-12-10 17:00,12.2
22-12-10 16:00,13.5
22-12-10 15:00,20.3
22-12-10 14:00,23.1
22-12-10 13:00,22.0
22-12-10 12:00,20.7
22-12-10 11:00,21.4
22-12-10 10:00,21.5
22-12-10 09:00,21.5
22-12-10 08:00,21.6
22-12-10 07:00,24.9
22-12-10 06:00,13.3
22-12-10 05:00,10.2
22-12-10 04:00,9.0
22-12-10 03:00,12.1
22-12-10 02:00,9.3
22-12-10 01:00,6.1
22-12-10 00:00,7.7
21-12-10 23:00,11.6
21-12-10 22:00,14.9
21-12-10 21:00,13.3
21-12-10 20:00,10.9
21-12-10 19:00,11.5
21-12-10 18:00,13.6
21-12-10 17:00,20.2
21-12-10 16:00,30.4
21-12-10 15:00,35.6
21-12-10 14:00,38.6
21-12-10 13:00,36.4
21-12-10 12:00,30.6
21-12-10 11:00,30.6
21-12-10 10:00,18.8
21-12-10 09:00,14.3
21-12-10 08:00,14.4
21-12-10 07:00,12.3
21-12-10 06:00,7.0
21-12-10 05:00,3.5
21-12-10 04:00,3.2
21-12-10 03:00,1.9
21-12-10 02:00,2.2
21-12-10 01:00,2.9
21-12-10 00:00,3.7
20-12-10 23:00,5.1
20-12-10 22:00,4.1
20-12-10 21:00,2.7
20-12-10 20:00,2.7
20-12-10 19:00,3.6
20-12-10 18:00,2.8
20-12-10 17:00,2.8
20-12-10 16:00,3.1
20-12-10 15:00,4.0
20-12-10 14:00,3.9
20-12-10 13:00,4.1
20-12-10 12:00,3.3
20-12-10 11:00,3.4
20-12-10 10:00,3.3
20-12-10 09:00,3.7
20-12-10 08:00,7.3
20-12-10 07:00,7.3
20-12-10 06:00,5.3
20-12-10 05:00,7.4
20-12-10 04:00,7.1
20-12-10 03:00,21.0
