Datum Zeit,Leipzig-Mitte PM2.5
,µg/m³
31-12-10,22.54
30-12-10,40.79
29-12-10,42.26
28-12-10,19.92
27-12-10,26.05
26-12-10,18.10
25-12-10,13.54
24-12-10,16.35
23-12-10,79.87
22-12-10,63.59
21-12-10,40.97
20-12-10,26.37
19-12-10,16.12
18-12-10,20.50
17-12-10,22.87
16-12-10,20.97
15-12-10,20.53
14-12-10,16.07
13-12-10,16.14
12-12-10,5.00
11-12-10,6.04
10-12-10,13.42
09-12-10,25.78
08-12-10,66.95
07-12-10,55.30
06-12-10,34.62
05-12-10,21.77
04-12-10,36.58
03-12-10,55.71
02-12-10,
01-12-10,

