Datum Zeit,Leipzig-Luetzner Straße PM10
,µg/m³
31-12-10,30
30-12-10,55
29-12-10,61
28-12-10,25
27-12-10,47
26-12-10,24
25-12-10,12
24-12-10,19
23-12-10,108
22-12-10,79
21-12-10,58
20-12-10,32
19-12-10,23
18-12-10,31
17-12-10,34
16-12-10,28
15-12-10,24
14-12-10,22
13-12-10,13
12-12-10,6
11-12-10,7
10-12-10,16
09-12-10,19
08-12-10,75
07-12-10,67
06-12-10,52
05-12-10,26
04-12-10,38
03-12-10,
02-12-10,37
01-12-10,55

