Datum Zeit,Niesky PM10
,µg/m³
31-12-10,
30-12-10,
29-12-10,
28-12-10,
27-12-10,22
26-12-10,19
25-12-10,
24-12-10,27
23-12-10,
22-12-10,
21-12-10,
20-12-10,
19-12-10,
18-12-10,
17-12-10,
16-12-10,
15-12-10,
14-12-10,8
13-12-10,5
12-12-10,4
11-12-10,5
10-12-10,9
09-12-10,12
08-12-10,68
07-12-10,71
06-12-10,30
05-12-10,22
04-12-10,38
03-12-10,39
02-12-10,26
01-12-10,33

