Datum Zeit,Niesky PM10
,µg/m³
28-02-11,53
27-02-11,71
26-02-11,95
25-02-11,95
24-02-11,
23-02-11,
22-02-11,75
21-02-11,42
20-02-11,18
19-02-11,51
18-02-11,84
17-02-11,74
16-02-11,48
15-02-11,62
14-02-11,37
13-02-11,23
12-02-11,7
11-02-11,13
10-02-11,26
09-02-11,15
08-02-11,8
07-02-11,13
06-02-11,4
05-02-11,5
04-02-11,8
03-02-11,24
02-02-11,39
01-02-11,74

