Datum Zeit,Zittau-Ost PM10
,µg/m³
28-02-11,73
27-02-11,60
26-02-11,64
25-02-11,115
24-02-11,101
23-02-11,77
22-02-11,77
21-02-11,50
20-02-11,28
19-02-11,63
18-02-11,86
17-02-11,96
16-02-11,33
15-02-11,50
14-02-11,55
13-02-11,31
12-02-11,21
11-02-11,22
10-02-11,36
09-02-11,37
08-02-11,23
07-02-11,23
06-02-11,9
05-02-11,7
04-02-11,17
03-02-11,48
02-02-11,61
01-02-11,72

