Datum Zeit,Carlsfeld PM10
,µg/m³
28-02-11,15
27-02-11,30
26-02-11,30
25-02-11,22
24-02-11,25
23-02-11,16
22-02-11,50
21-02-11,34
20-02-11,31
19-02-11,46
18-02-11,43
17-02-11,27
16-02-11,24
15-02-11,20
14-02-11,12
13-02-11,13
12-02-11,8
11-02-11,7
10-02-11,19
09-02-11,13
08-02-11,10
07-02-11,10
06-02-11,8
05-02-11,7
04-02-11,5
03-02-11,13
02-02-11,18
01-02-11,5

