Datum Zeit,Leipzig-West PM10
,µg/m³
28-02-11,34
27-02-11,45
26-02-11,51
25-02-11,69
24-02-11,57
23-02-11,69
22-02-11,64
21-02-11,39
20-02-11,23
19-02-11,58
18-02-11,81
17-02-11,72
16-02-11,36
15-02-11,39
14-02-11,39
13-02-11,24
12-02-11,9
11-02-11,17
10-02-11,38
09-02-11,48
08-02-11,16
07-02-11,17
06-02-11,9
05-02-11,8
04-02-11,11
03-02-11,24
02-02-11,46
01-02-11,62

