Datum Zeit,Zittau-Ost PM10
,µg/m³
31-07-08,23
30-07-08,31
29-07-08,22
28-07-08,22
27-07-08,
26-07-08,26
25-07-08,23
24-07-08,17
23-07-08,10
22-07-08,8
21-07-08,8
20-07-08,7
19-07-08,12
18-07-08,14
17-07-08,14
16-07-08,15
15-07-08,15
14-07-08,13
13-07-08,12
12-07-08,11
11-07-08,15
10-07-08,12
09-07-08,8
08-07-08,8
07-07-08,12
06-07-08,14
05-07-08,11
04-07-08,14
03-07-08,20
02-07-08,39
01-07-08,17

