Datum Zeit,Dresden-Winckelmannstr. PM10
,µg/m³
31-07-08,32
30-07-08,30
29-07-08,28
28-07-08,23
27-07-08,27
26-07-08,30
25-07-08,28
24-07-08,21
23-07-08,19
22-07-08,7
21-07-08,13
20-07-08,11
19-07-08,13
18-07-08,18
17-07-08,19
16-07-08,21
15-07-08,23
14-07-08,22
13-07-08,14
12-07-08,15
11-07-08,21
10-07-08,15
09-07-08,13
08-07-08,11
07-07-08,15
06-07-08,19
05-07-08,16
04-07-08,19
03-07-08,31
02-07-08,27
01-07-08,23

