Datum Zeit,Freiberg O3
,µg/m³
01-08-08 00:00,72
31-07-08 23:00,87
31-07-08 22:00,85
31-07-08 21:00,92
31-07-08 20:00,99
31-07-08 19:00,123
31-07-08 18:00,130
31-07-08 17:00,117
31-07-08 16:00,124
31-07-08 15:00,126
31-07-08 14:00,127
31-07-08 13:00,121
31-07-08 12:00,107
31-07-08 11:00,103
31-07-08 10:00,96
31-07-08 09:00,80
31-07-08 08:00,62
31-07-08 07:00,41
31-07-08 06:00,26
31-07-08 05:00,35
31-07-08 04:00,48
31-07-08 03:00,52
31-07-08 02:00,62
31-07-08 01:00,69
31-07-08 00:00,74
30-07-08 23:00,86
30-07-08 22:00,91
30-07-08 21:00,94
30-07-08 20:00,100
30-07-08 19:00,104
30-07-08 18:00,119
30-07-08 17:00,135
30-07-08 16:00,133
30-07-08 15:00,125
30-07-08 14:00,125
30-07-08 13:00,119
30-07-08 12:00,116
30-07-08 11:00,102
30-07-08 10:00,84
30-07-08 09:00,47
30-07-08 08:00,35
30-07-08 07:00,30
30-07-08 06:00,36
30-07-08 05:00,61
30-07-08 04:00,81
30-07-08 03:00,96
30-07-08 02:00,96
30-07-08 01:00,100
30-07-08 00:00,94
29-07-08 23:00,89
29-07-08 22:00,88
29-07-08 21:00,96
29-07-08 20:00,103
29-07-08 19:00,113
29-07-08 18:00,110
29-07-08 17:00,119
29-07-08 16:00,119
29-07-08 15:00,126
29-07-08 14:00,119
29-07-08 13:00,120
29-07-08 12:00,112
29-07-08 11:00,110
29-07-08 10:00,102
29-07-08 09:00,77
29-07-08 08:00,38
29-07-08 07:00,32
29-07-08 06:00,35
29-07-08 05:00,47
29-07-08 04:00,59
29-07-08 03:00,64
29-07-08 02:00,69
29-07-08 01:00,71
29-07-08 00:00,69
28-07-08 23:00,65
28-07-08 22:00,58
28-07-08 21:00,72
28-07-08 20:00,83
28-07-08 19:00,99
28-07-08 18:00,105
28-07-08 17:00,108
28-07-08 16:00,105
28-07-08 15:00,103
28-07-08 14:00,101
28-07-08 13:00,94
28-07-08 12:00,90
28-07-08 11:00,85
28-07-08 10:00,80
28-07-08 09:00,70
28-07-08 08:00,39
28-07-08 07:00,22
28-07-08 06:00,31
28-07-08 05:00,37
28-07-08 04:00,47
28-07-08 03:00,61
28-07-08 02:00,61
28-07-08 01:00,61
28-07-08 00:00,55
27-07-08 23:00,63
27-07-08 22:00,52
27-07-08 21:00,73
27-07-08 20:00,90
27-07-08 19:00,95
27-07-08 18:00,100
27-07-08 17:00,99
27-07-08 16:00,103
27-07-08 15:00,105
27-07-08 14:00,100
27-07-08 13:00,104
27-07-08 12:00,106
27-07-08 11:00,98
27-07-08 10:00,93
27-07-08 09:00,92
27-07-08 08:00,66
27-07-08 07:00,57
27-07-08 06:00,50
27-07-08 05:00,51
27-07-08 04:00,52
27-07-08 03:00,54
27-07-08 02:00,50
27-07-08 01:00,53
27-07-08 00:00,53
26-07-08 23:00,44
26-07-08 22:00,33
26-07-08 21:00,59
26-07-08 20:00,85
26-07-08 19:00,104
26-07-08 18:00,104
26-07-08 17:00,106
26-07-08 16:00,113
26-07-08 15:00,115
26-07-08 14:00,119
26-07-08 13:00,111
26-07-08 12:00,108
26-07-08 11:00,102
26-07-08 10:00,93
26-07-08 09:00,76
26-07-08 08:00,58
26-07-08 07:00,39
26-07-08 06:00,23
26-07-08 05:00,23
26-07-08 04:00,23
26-07-08 03:00,25
26-07-08 02:00,21
26-07-08 01:00,43
26-07-08 00:00,32
25-07-08 23:00,42
25-07-08 22:00,49
25-07-08 21:00,60
25-07-08 20:00,71
25-07-08 19:00,83
25-07-08 18:00,106
25-07-08 17:00,112
25-07-08 16:00,105
25-07-08 15:00,92
25-07-08 14:00,76
25-07-08 13:00,63
25-07-08 12:00,43
25-07-08 11:00,35
25-07-08 10:00,31
25-07-08 09:00,22
25-07-08 08:00,29
25-07-08 07:00,14
25-07-08 06:00,2
25-07-08 05:00,7
25-07-08 04:00,2
25-07-08 03:00,6
25-07-08 02:00,10
25-07-08 01:00,16
25-07-08 00:00,18
24-07-08 23:00,25
24-07-08 22:00,41
24-07-08 21:00,36
24-07-08 20:00,40
24-07-08 19:00,54
24-07-08 18:00,45
24-07-08 17:00,57
24-07-08 16:00,66
24-07-08 15:00,74
24-07-08 14:00,70
24-07-08 13:00,64
24-07-08 12:00,58
24-07-08 11:00,55
24-07-08 10:00,55
24-07-08 09:00,44
24-07-08 08:00,33
24-07-08 07:00,29
24-07-08 06:00,25
24-07-08 05:00,13
24-07-08 04:00,12
24-07-08 03:00,27
24-07-08 02:00,45
24-07-08 01:00,58
24-07-08 00:00,68
23-07-08 23:00,73
23-07-08 22:00,72
23-07-08 21:00,73
23-07-08 20:00,75
23-07-08 19:00,85
23-07-08 18:00,84
23-07-08 17:00,88
23-07-08 16:00,85
23-07-08 15:00,78
23-07-08 14:00,77
23-07-08 13:00,75
23-07-08 12:00,62
23-07-08 11:00,51
23-07-08 10:00,39
23-07-08 09:00,36
23-07-08 08:00,38
23-07-08 07:00,35
23-07-08 06:00,40
23-07-08 05:00,40
23-07-08 04:00,35
23-07-08 03:00,34
23-07-08 02:00,28
23-07-08 01:00,30
23-07-08 00:00,33
22-07-08 23:00,38
22-07-08 22:00,36
22-07-08 21:00,51
22-07-08 20:00,51
