Datum,Zeit,BEN,CO,NO,NO2,O3,PM10,PM10_Pb,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,mg/m3,µg/m³,µg/m³,µg/m³,µg/m³,ng/m3,µg/m³,µg/m³
2004-04-01,01:00,,,1,14,99,,,,13.8
2004-04-01,02:00,,,1,20,91,,,,30.5
2004-04-01,03:00,,,1,17,91,,,,19.0
2004-04-01,04:00,,,1,18,88,,,,20.9
2004-04-01,05:00,,,1,21,81,,,,31.1
2004-04-01,06:00,,,1,32,64,,,,24.7
2004-04-01,07:00,,,1,22,74,,,,21.8
2004-04-01,08:00,,,2,26,74,,,,28.2
2004-04-01,09:00,,,2,26,75,,,,44.8
2004-04-01,10:00,,,2,18,88,,,,27.2
2004-04-01,11:00,,,2,17,93,,,,24.2
2004-04-01,12:00,,,2,19,95,,,,24.1
2004-04-01,13:00,,,1,11,109,,,,12.7
2004-04-01,14:00,,,1,12,98,,,,12.1
2004-04-01,15:00,,,1,11,108,,,,12.8
2004-04-01,16:00,,,1,11,111,,,,10.3
2004-04-01,17:00,,,1,14,108,,,,13.3
2004-04-01,18:00,,,1,13,108,,,,13.6
2004-04-01,19:00,,,1,14,108,,,,10.9
2004-04-01,20:00,,,1,14,109,,,,10.0
2004-04-01,21:00,,,1,12,111,,,,8.6
2004-04-01,22:00,,,1,11,113,,,,8.4
2004-04-01,23:00,,,1,12,108,,,,11.4
2004-04-02,00:00,,,1,13,102,,,,15.4
2004-04-02,01:00,,,1,15,95,,,,15.4
2004-04-02,02:00,,,1,17,89,,,,20.4
2004-04-02,03:00,,,1,15,87,,,,24.0
2004-04-02,04:00,,,1,16,85,,,,21.0
2004-04-02,05:00,,,1,15,86,,,,20.0
2004-04-02,06:00,,,1,14,86,,,,17.6
2004-04-02,07:00,,,1,17,84,,,,18.5
2004-04-02,08:00,,,1,18,83,,,,19.5
2004-04-02,09:00,,,1,14,88,,,,11.3
2004-04-02,10:00,,,2,13,91,,,,9.4
2004-04-02,11:00,,,1,12,97,,,,10.4
2004-04-02,12:00,,,1,13,101,,,,9.6
2004-04-02,13:00,,,1,12,106,,,,7.3
2004-04-02,14:00,,,1,11,113,,,,5.8
2004-04-02,15:00,,,1,11,118,,,,2.6
2004-04-02,16:00,,,1,10,119,,,,2.5
2004-04-02,17:00,,,1,12,117,,,,2.8
2004-04-02,18:00,,,1,11,115,,,,2.1
2004-04-02,19:00,,,1,10,113,,,,1.6
2004-04-02,20:00,,,1,13,109,,,,2.2
2004-04-02,21:00,,,1,14,106,,,,5.3
2004-04-02,22:00,,,1,15,99,,,,8.6
2004-04-02,23:00,,,1,15,93,,,,9.2
2004-04-03,00:00,,,1,13,93,,,,8.5
2004-04-03,01:00,,,1,14,91,,,,9.6
2004-04-03,02:00,,,1,15,89,,,,16.4
2004-04-03,03:00,,,1,15,87,,,,21.5
2004-04-03,04:00,,,1,13,88,,,,14.0
