Datum,Zeit,BEN,CO,NO,NO2,O3,PM10,PM10_Pb,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,mg/m3,µg/m³,µg/m³,µg/m³,µg/m³,ng/m3,µg/m³,µg/m³
2007-07-01,01:00,,,,,34,,,,
2007-07-01,02:00,,,,,41,,,,
2007-07-01,03:00,,,,,37,,,,
2007-07-01,04:00,,,,,36,,,,
2007-07-01,05:00,,,,,35,,,,
2007-07-01,06:00,,,,,36,,,,
2007-07-01,07:00,,,,,35,,,,
2007-07-01,08:00,,,,,40,,,,
2007-07-01,09:00,,,,,55,,,,
2007-07-01,10:00,,,,,65,,,,
2007-07-01,11:00,,,,,72,,,,
2007-07-01,12:00,,,,,75,,,,
2007-07-01,13:00,,,,,77,,,,
2007-07-01,14:00,,,,,84,,,,
2007-07-01,15:00,,,,,82,,,,
2007-07-01,16:00,,,,,92,,,,
2007-07-01,17:00,,,,,98,,,,
2007-07-01,18:00,,,,,101,,,,
2007-07-01,19:00,,,,,96,,,,
2007-07-01,20:00,,,,,88,,,,
2007-07-01,21:00,,,,,83,,,,
2007-07-01,22:00,,,,,72,,,,
2007-07-01,23:00,,,,,69,,,,
2007-07-02,,,,,,,,,11.83,
2007-07-02,00:00,,,,,71,,,,
2007-07-02,01:00,,,,,73,,,,
2007-07-02,02:00,,,,,69,,,,
2007-07-02,03:00,,,,,66,,,,
2007-07-02,04:00,,,,,61,,,,
2007-07-02,05:00,,,,,58,,,,
2007-07-02,06:00,,,,,52,,,,
2007-07-02,07:00,,,,,48,,,,
2007-07-02,08:00,,,,,49,,,,
2007-07-02,09:00,,,,,62,,,,
2007-07-02,10:00,,,,,68,,,,
2007-07-02,11:00,,,,,73,,,,
2007-07-02,12:00,,,,,70,,,,
2007-07-02,13:00,,,,,75,,,,
2007-07-02,14:00,,,,,82,,,,
2007-07-02,15:00,,,,,89,,,,
2007-07-02,16:00,,,,,103,,,,
2007-07-02,17:00,,,,,98,,,,
2007-07-02,18:00,,,,,89,,,,
2007-07-02,19:00,,,,,76,,,,
2007-07-02,20:00,,,,,63,,,,
2007-07-02,21:00,,,,,57,,,,
2007-07-02,22:00,,,,,55,,,,
2007-07-02,23:00,,,,,52,,,,
2007-07-03,00:00,,,,,53,,,,
2007-07-03,01:00,,,,,53,,,,
2007-07-03,02:00,,,,,50,,,,
2007-07-03,03:00,,,,,48,,,,
2007-07-03,04:00,,,,,46,,,,
2007-07-03,05:00,,,,,44,,,,
2007-07-03,06:00,,,,,43,,,,
2007-07-03,07:00,,,,,48,,,,
2007-07-03,08:00,,,,,54,,,,
2007-07-03,09:00,,,,,63,,,,
2007-07-03,10:00,,,,,67,,,,
2007-07-03,11:00,,,,,71,,,,
2007-07-03,12:00,,,,,75,,,,
2007-07-03,13:00,,,,,82,,,,
2007-07-03,14:00,,,,,87,,,,
2007-07-03,15:00,,,,,89,,,,
2007-07-03,16:00,,,,,79,,,,
2007-07-03,17:00,,,,,75,,,,
2007-07-03,18:00,,,,,81,,,,
