Datum Zeit,Leipzig-Mitte PM2.5
,µg/m³
31-07-11,3.88
30-07-11,5.38
29-07-11,11.15
28-07-11,11.32
27-07-11,15.65
26-07-11,10.90
25-07-11,7.93
24-07-11,5.85
23-07-11,6.81
22-07-11,8.33
21-07-11,11.71
20-07-11,9.82
19-07-11,7.72
18-07-11,5.41
17-07-11,5.93
16-07-11,10.81
15-07-11,9.39
14-07-11,6.73
13-07-11,11.74
12-07-11,14.40
11-07-11,10.70
10-07-11,9.22
09-07-11,9.32
08-07-11,9.42
07-07-11,11.02
06-07-11,14.10
05-07-11,12.18
04-07-11,10.22
03-07-11,3.11
02-07-11,6.30
01-07-11,10.66

