Datum Zeit,Klingenthal PM10
,µg/m³
31-07-11,3
30-07-11,3
29-07-11,12
28-07-11,16
27-07-11,13
26-07-11,8
25-07-11,5
24-07-11,5
23-07-11,5
22-07-11,7
21-07-11,11
20-07-11,11
19-07-11,5
18-07-11,2
17-07-11,6
16-07-11,7
15-07-11,6
14-07-11,4
13-07-11,9
12-07-11,11
11-07-11,9
10-07-11,6
09-07-11,8
08-07-11,5
07-07-11,10
06-07-11,11
05-07-11,6
04-07-11,2
03-07-11,1
02-07-11,5
01-07-11,8

