Datum Zeit,Schwartenberg PM10
,µg/m³
31-07-11,1
30-07-11,1
29-07-11,14
28-07-11,14
27-07-11,17
26-07-11,19
25-07-11,7
24-07-11,7
23-07-11,8
22-07-11,9
21-07-11,12
20-07-11,10
19-07-11,9
18-07-11,5
17-07-11,13
16-07-11,11
15-07-11,7
14-07-11,8
13-07-11,21
12-07-11,16
11-07-11,9
10-07-11,8
09-07-11,11
08-07-11,7
07-07-11,12
06-07-11,13
05-07-11,5
04-07-11,0
03-07-11,0
02-07-11,7
01-07-11,12

