Datum Zeit,Carlsfeld PM10
,µg/m³
31-07-11,2
30-07-11,3
29-07-11,12
28-07-11,14
27-07-11,13
26-07-11,9
25-07-11,6
24-07-11,6
23-07-11,6
22-07-11,8
21-07-11,12
20-07-11,11
19-07-11,7
18-07-11,4
17-07-11,6
16-07-11,9
15-07-11,7
14-07-11,5
13-07-11,8
12-07-11,12
11-07-11,9
10-07-11,6
09-07-11,7
08-07-11,5
07-07-11,9
06-07-11,12
05-07-11,
04-07-11,
03-07-11,1
02-07-11,6
01-07-11,8

