Datum Zeit,Plauen-Sued PM10
,µg/m³
31-05-06,11
30-05-06,9
29-05-06,17
28-05-06,10
27-05-06,8
26-05-06,
25-05-06,
24-05-06,15
23-05-06,16
22-05-06,
21-05-06,
20-05-06,
19-05-06,23
18-05-06,19
17-05-06,23
16-05-06,45
15-05-06,34
14-05-06,32
13-05-06,27
12-05-06,48
11-05-06,36
10-05-06,37
09-05-06,54
08-05-06,57
07-05-06,46
06-05-06,53
05-05-06,37
04-05-06,34
03-05-06,27
02-05-06,25
01-05-06,45

