Datum Zeit,Zinnwald NO
,µg/m³
01-02-00 00:00,2
31-01-00 23:00,3
31-01-00 22:00,4
31-01-00 21:00,4
31-01-00 20:00,3
31-01-00 19:00,3
31-01-00 18:00,4
31-01-00 17:00,3
31-01-00 16:00,4
31-01-00 15:00,4
31-01-00 14:00,3
31-01-00 13:00,3
31-01-00 12:00,3
31-01-00 11:00,2
31-01-00 10:00,
31-01-00 09:00,3
31-01-00 08:00,3
31-01-00 07:00,3
31-01-00 06:00,3
31-01-00 05:00,3
31-01-00 04:00,3
31-01-00 03:00,3
31-01-00 02:00,3
31-01-00 01:00,3
31-01-00 00:00,4
30-01-00 23:00,4
30-01-00 22:00,3
30-01-00 21:00,3
30-01-00 20:00,3
30-01-00 19:00,4
30-01-00 18:00,4
30-01-00 17:00,3
30-01-00 16:00,4
30-01-00 15:00,4
30-01-00 14:00,3
30-01-00 13:00,4
30-01-00 12:00,3
30-01-00 11:00,
30-01-00 10:00,3
30-01-00 09:00,3
30-01-00 08:00,3
30-01-00 07:00,3
30-01-00 06:00,4
30-01-00 05:00,4
30-01-00 04:00,3
30-01-00 03:00,3
30-01-00 02:00,3
30-01-00 01:00,3
30-01-00 00:00,3
29-01-00 23:00,3
29-01-00 22:00,3
29-01-00 21:00,2
29-01-00 20:00,3
29-01-00 19:00,3
29-01-00 18:00,2
29-01-00 17:00,3
29-01-00 16:00,3
29-01-00 15:00,3
29-01-00 14:00,3
29-01-00 13:00,4
29-01-00 12:00,4
29-01-00 11:00,
29-01-00 10:00,4
29-01-00 09:00,3
29-01-00 08:00,3
29-01-00 07:00,3
29-01-00 06:00,3
29-01-00 05:00,2
29-01-00 04:00,2
29-01-00 03:00,3
29-01-00 02:00,3
29-01-00 01:00,3
29-01-00 00:00,3
28-01-00 23:00,3
28-01-00 22:00,3
28-01-00 21:00,3
28-01-00 20:00,3
28-01-00 19:00,2
28-01-00 18:00,2
28-01-00 17:00,3
28-01-00 16:00,4
28-01-00 15:00,4
28-01-00 14:00,5
28-01-00 13:00,5
28-01-00 12:00,
28-01-00 11:00,4
28-01-00 10:00,3
28-01-00 09:00,3
28-01-00 08:00,3
28-01-00 07:00,3
28-01-00 06:00,3
28-01-00 05:00,2
28-01-00 04:00,3
28-01-00 03:00,3
28-01-00 02:00,3
28-01-00 01:00,3
28-01-00 00:00,3
27-01-00 23:00,3
27-01-00 22:00,3
27-01-00 21:00,2
27-01-00 20:00,2
27-01-00 19:00,2
27-01-00 18:00,2
27-01-00 17:00,3
27-01-00 16:00,5
27-01-00 15:00,5
27-01-00 14:00,5
27-01-00 13:00,6
27-01-00 12:00,
27-01-00 11:00,4
27-01-00 10:00,
27-01-00 09:00,3
27-01-00 08:00,3
27-01-00 07:00,3
27-01-00 06:00,3
27-01-00 05:00,3
27-01-00 04:00,3
27-01-00 03:00,2
27-01-00 02:00,2
27-01-00 01:00,2
27-01-00 00:00,2
26-01-00 23:00,3
26-01-00 22:00,2
26-01-00 21:00,2
26-01-00 20:00,2
26-01-00 19:00,2
26-01-00 18:00,1
26-01-00 17:00,2
26-01-00 16:00,4
26-01-00 15:00,5
26-01-00 14:00,6
26-01-00 13:00,8
26-01-00 12:00,7
26-01-00 11:00,
26-01-00 10:00,6
26-01-00 09:00,3
26-01-00 08:00,3
26-01-00 07:00,2
26-01-00 06:00,2
26-01-00 05:00,2
26-01-00 04:00,2
26-01-00 03:00,2
26-01-00 02:00,2
26-01-00 01:00,2
26-01-00 00:00,3
25-01-00 23:00,2
25-01-00 22:00,2
25-01-00 21:00,2
25-01-00 20:00,3
25-01-00 19:00,2
25-01-00 18:00,2
25-01-00 17:00,2
25-01-00 16:00,5
25-01-00 15:00,12
25-01-00 14:00,9
25-01-00 13:00,7
25-01-00 12:00,6
25-01-00 11:00,
25-01-00 10:00,3
25-01-00 09:00,3
25-01-00 08:00,2
25-01-00 07:00,2
25-01-00 06:00,3
25-01-00 05:00,2
25-01-00 04:00,2
25-01-00 03:00,2
25-01-00 02:00,2
25-01-00 01:00,2
25-01-00 00:00,2
24-01-00 23:00,2
24-01-00 22:00,3
24-01-00 21:00,3
24-01-00 20:00,2
24-01-00 19:00,2
24-01-00 18:00,2
24-01-00 17:00,3
24-01-00 16:00,3
24-01-00 15:00,4
24-01-00 14:00,4
24-01-00 13:00,4
24-01-00 12:00,5
24-01-00 11:00,
24-01-00 10:00,3
24-01-00 09:00,2
24-01-00 08:00,6
24-01-00 07:00,
24-01-00 06:00,2
24-01-00 05:00,2
24-01-00 04:00,2
24-01-00 03:00,2
24-01-00 02:00,2
24-01-00 01:00,2
24-01-00 00:00,2
23-01-00 23:00,3
23-01-00 22:00,3
23-01-00 21:00,3
23-01-00 20:00,2
23-01-00 19:00,2
23-01-00 18:00,3
23-01-00 17:00,2
23-01-00 16:00,3
23-01-00 15:00,3
23-01-00 14:00,4
23-01-00 13:00,5
23-01-00 12:00,5
23-01-00 11:00,4
23-01-00 10:00,3
23-01-00 09:00,4
23-01-00 08:00,3
23-01-00 07:00,
23-01-00 06:00,3
23-01-00 05:00,3
23-01-00 04:00,2
23-01-00 03:00,2
23-01-00 02:00,1
23-01-00 01:00,1
23-01-00 00:00,1
22-01-00 23:00,1
22-01-00 22:00,1
22-01-00 21:00,1
22-01-00 20:00,11
22-01-00 19:00,6
22-01-00 18:00,1
22-01-00 17:00,4
22-01-00 16:00,4
22-01-00 15:00,5
22-01-00 14:00,7
22-01-00 13:00,7
22-01-00 12:00,6
22-01-00 11:00,4
22-01-00 10:00,3
22-01-00 09:00,3
22-01-00 08:00,
22-01-00 07:00,1
22-01-00 06:00,2
22-01-00 05:00,1
22-01-00 04:00,1
22-01-00 03:00,1
22-01-00 02:00,2
22-01-00 01:00,2
22-01-00 00:00,2
21-01-00 23:00,2
21-01-00 22:00,2
21-01-00 21:00,2
21-01-00 20:00,5
21-01-00 19:00,3
21-01-00 18:00,2
21-01-00 17:00,2
21-01-00 16:00,3
21-01-00 15:00,3
21-01-00 14:00,2
21-01-00 13:00,2
21-01-00 12:00,2
21-01-00 11:00,4
21-01-00 10:00,2
21-01-00 09:00,2
21-01-00 08:00,
21-01-00 07:00,1
21-01-00 06:00,1
21-01-00 05:00,1
21-01-00 04:00,2
21-01-00 03:00,1
21-01-00 02:00,2
21-01-00 01:00,2
21-01-00 00:00,2
20-01-00 23:00,2
20-01-00 22:00,2
20-01-00 21:00,2
20-01-00 20:00,2
20-01-00 19:00,2
20-01-00 18:00,2
20-01-00 17:00,2
20-01-00 16:00,3
20-01-00 15:00,3
20-01-00 14:00,3
20-01-00 13:00,4
20-01-00 12:00,4
20-01-00 11:00,3
20-01-00 10:00,2
20-01-00 09:00,
20-01-00 08:00,1
20-01-00 07:00,1
20-01-00 06:00,1
20-01-00 05:00,2
20-01-00 04:00,1
20-01-00 03:00,2
20-01-00 02:00,2
20-01-00 01:00,1
20-01-00 00:00,1
19-01-00 23:00,2
19-01-00 22:00,2
19-01-00 21:00,2
19-01-00 20:00,2
19-01-00 19:00,2
19-01-00 18:00,2
19-01-00 17:00,4
19-01-00 16:00,4
19-01-00 15:00,4
19-01-00 14:00,3
19-01-00 13:00,4
19-01-00 12:00,3
19-01-00 11:00,3
19-01-00 10:00,3
19-01-00 09:00,
19-01-00 08:00,2
19-01-00 07:00,2
19-01-00 06:00,4
19-01-00 05:00,2
19-01-00 04:00,2
19-01-00 03:00,2
19-01-00 02:00,2
19-01-00 01:00,2
19-01-00 00:00,2
18-01-00 23:00,2
18-01-00 22:00,2
18-01-00 21:00,2
18-01-00 20:00,2
18-01-00 19:00,1
18-01-00 18:00,2
18-01-00 17:00,3
18-01-00 16:00,3
18-01-00 15:00,4
18-01-00 14:00,3
18-01-00 13:00,4
18-01-00 12:00,3
18-01-00 11:00,3
18-01-00 10:00,
18-01-00 09:00,2
18-01-00 08:00,2
18-01-00 07:00,2
18-01-00 06:00,3
18-01-00 05:00,2
18-01-00 04:00,2
18-01-00 03:00,3
18-01-00 02:00,3
18-01-00 01:00,3
18-01-00 00:00,3
17-01-00 23:00,3
17-01-00 22:00,3
17-01-00 21:00,3
17-01-00 20:00,3
17-01-00 19:00,3
17-01-00 18:00,3
17-01-00 17:00,3
17-01-00 16:00,3
17-01-00 15:00,3
17-01-00 14:00,3
17-01-00 13:00,3
17-01-00 12:00,3
17-01-00 11:00,4
17-01-00 10:00,
17-01-00 09:00,2
17-01-00 08:00,2
17-01-00 07:00,2
17-01-00 06:00,2
17-01-00 05:00,2
17-01-00 04:00,1
17-01-00 03:00,1
17-01-00 02:00,1
17-01-00 01:00,1
17-01-00 00:00,2
16-01-00 23:00,2
16-01-00 22:00,2
16-01-00 21:00,2
16-01-00 20:00,2
16-01-00 19:00,2
16-01-00 18:00,2
16-01-00 17:00,2
16-01-00 16:00,2
16-01-00 15:00,2
16-01-00 14:00,2
16-01-00 13:00,2
16-01-00 12:00,1
16-01-00 11:00,
16-01-00 10:00,3
16-01-00 09:00,2
16-01-00 08:00,2
16-01-00 07:00,1
16-01-00 06:00,1
16-01-00 05:00,1
16-01-00 04:00,1
16-01-00 03:00,1
16-01-00 02:00,1
16-01-00 01:00,1
16-01-00 00:00,2
15-01-00 23:00,1
15-01-00 22:00,1
15-01-00 21:00,2
15-01-00 20:00,2
15-01-00 19:00,2
15-01-00 18:00,3
15-01-00 17:00,3
15-01-00 16:00,4
15-01-00 15:00,5
15-01-00 14:00,5
15-01-00 13:00,5
15-01-00 12:00,5
15-01-00 11:00,
15-01-00 10:00,3
15-01-00 09:00,3
15-01-00 08:00,2
15-01-00 07:00,2
15-01-00 06:00,2
15-01-00 05:00,2
15-01-00 04:00,2
15-01-00 03:00,1
15-01-00 02:00,2
15-01-00 01:00,2
15-01-00 00:00,1
14-01-00 23:00,1
14-01-00 22:00,2
14-01-00 21:00,1
14-01-00 20:00,1
14-01-00 19:00,2
14-01-00 18:00,2
14-01-00 17:00,4
14-01-00 16:00,9
14-01-00 15:00,11
14-01-00 14:00,9
14-01-00 13:00,7
14-01-00 12:00,7
14-01-00 11:00,7
14-01-00 10:00,4
14-01-00 09:00,3
14-01-00 08:00,2
14-01-00 07:00,
14-01-00 06:00,2
14-01-00 05:00,2
14-01-00 04:00,1
14-01-00 03:00,2
14-01-00 02:00,2
14-01-00 01:00,2
14-01-00 00:00,1
13-01-00 23:00,2
13-01-00 22:00,2
13-01-00 21:00,2
13-01-00 20:00,2
13-01-00 19:00,2
13-01-00 18:00,2
13-01-00 17:00,4
13-01-00 16:00,4
13-01-00 15:00,5
13-01-00 14:00,7
13-01-00 13:00,10
13-01-00 12:00,9
13-01-00 11:00,6
13-01-00 10:00,4
13-01-00 09:00,2
13-01-00 08:00,
13-01-00 07:00,2
13-01-00 06:00,3
13-01-00 05:00,2
13-01-00 04:00,2
13-01-00 03:00,6
13-01-00 02:00,4
13-01-00 01:00,3
13-01-00 00:00,3
12-01-00 23:00,5
12-01-00 22:00,9
12-01-00 21:00,5
12-01-00 20:00,6
12-01-00 19:00,1
12-01-00 18:00,2
12-01-00 17:00,
12-01-00 16:00,
12-01-00 15:00,13
12-01-00 14:00,18
12-01-00 13:00,12
12-01-00 12:00,9
12-01-00 11:00,8
12-01-00 10:00,5
12-01-00 09:00,3
12-01-00 08:00,2
12-01-00 07:00,7
12-01-00 06:00,8
12-01-00 05:00,3
12-01-00 04:00,2
12-01-00 03:00,1
12-01-00 02:00,2
12-01-00 01:00,3
12-01-00 00:00,3
11-01-00 23:00,5
11-01-00 22:00,5
11-01-00 21:00,1
11-01-00 20:00,2
11-01-00 19:00,2
11-01-00 18:00,2
11-01-00 17:00,2
11-01-00 16:00,
11-01-00 15:00,7
11-01-00 14:00,
11-01-00 13:00,8
11-01-00 12:00,7
11-01-00 11:00,7
11-01-00 10:00,7
11-01-00 09:00,5
11-01-00 08:00,3
11-01-00 07:00,3
11-01-00 06:00,3
11-01-00 05:00,3
11-01-00 04:00,3
11-01-00 03:00,3
11-01-00 02:00,3
11-01-00 01:00,4
11-01-00 00:00,3
10-01-00 23:00,3
10-01-00 22:00,4
10-01-00 21:00,4
10-01-00 20:00,4
10-01-00 19:00,4
10-01-00 18:00,3
10-01-00 17:00,3
10-01-00 16:00,3
10-01-00 15:00,
10-01-00 14:00,4
10-01-00 13:00,3
10-01-00 12:00,3
10-01-00 11:00,3
10-01-00 10:00,2
10-01-00 09:00,2
10-01-00 08:00,2
10-01-00 07:00,3
10-01-00 06:00,3
10-01-00 05:00,3
10-01-00 04:00,2
10-01-00 03:00,2
10-01-00 02:00,2
10-01-00 01:00,3
10-01-00 00:00,2
09-01-00 23:00,7
09-01-00 22:00,2
09-01-00 21:00,3
09-01-00 20:00,2
09-01-00 19:00,2
09-01-00 18:00,2
09-01-00 17:00,2
09-01-00 16:00,12
09-01-00 15:00,
09-01-00 14:00,
09-01-00 13:00,
09-01-00 12:00,
09-01-00 11:00,
09-01-00 10:00,
09-01-00 09:00,
09-01-00 08:00,
09-01-00 07:00,
09-01-00 06:00,
09-01-00 05:00,
09-01-00 04:00,
09-01-00 03:00,
09-01-00 02:00,
09-01-00 01:00,
09-01-00 00:00,
08-01-00 23:00,
08-01-00 22:00,
08-01-00 21:00,
08-01-00 20:00,
08-01-00 19:00,
08-01-00 18:00,
08-01-00 17:00,
08-01-00 16:00,
08-01-00 15:00,4
08-01-00 14:00,6
08-01-00 13:00,7
08-01-00 12:00,10
08-01-00 11:00,9
08-01-00 10:00,12
08-01-00 09:00,6
08-01-00 08:00,3
08-01-00 07:00,13
08-01-00 06:00,6
08-01-00 05:00,2
08-01-00 04:00,3
08-01-00 03:00,7
08-01-00 02:00,24
08-01-00 01:00,4
08-01-00 00:00,7
07-01-00 23:00,8
07-01-00 22:00,14
07-01-00 21:00,8
07-01-00 20:00,14
07-01-00 19:00,8
07-01-00 18:00,15
07-01-00 17:00,13
07-01-00 16:00,
07-01-00 15:00,2
07-01-00 14:00,3
07-01-00 13:00,4
07-01-00 12:00,3
07-01-00 11:00,3
07-01-00 10:00,4
07-01-00 09:00,3
07-01-00 08:00,2
07-01-00 07:00,2
07-01-00 06:00,2
07-01-00 05:00,2
07-01-00 04:00,
07-01-00 03:00,2
07-01-00 02:00,2
07-01-00 01:00,2
07-01-00 00:00,2
06-01-00 23:00,2
06-01-00 22:00,2
06-01-00 21:00,3
06-01-00 20:00,3
06-01-00 19:00,2
06-01-00 18:00,2
06-01-00 17:00,4
06-01-00 16:00,6
06-01-00 15:00,10
06-01-00 14:00,10
06-01-00 13:00,6
06-01-00 12:00,6
06-01-00 11:00,13
06-01-00 10:00,13
06-01-00 09:00,9
06-01-00 08:00,7
06-01-00 07:00,3
06-01-00 06:00,3
06-01-00 05:00,
06-01-00 04:00,3
06-01-00 03:00,2
06-01-00 02:00,2
06-01-00 01:00,2
06-01-00 00:00,2
05-01-00 23:00,2
05-01-00 22:00,2
05-01-00 21:00,2
05-01-00 20:00,2
05-01-00 19:00,1
05-01-00 18:00,2
05-01-00 17:00,2
05-01-00 16:00,3
05-01-00 15:00,4
05-01-00 14:00,3
05-01-00 13:00,3
05-01-00 12:00,3
05-01-00 11:00,3
05-01-00 10:00,3
05-01-00 09:00,2
05-01-00 08:00,2
05-01-00 07:00,2
05-01-00 06:00,2
05-01-00 05:00,
05-01-00 04:00,2
05-01-00 03:00,2
05-01-00 02:00,2
05-01-00 01:00,2
05-01-00 00:00,2
04-01-00 23:00,2
04-01-00 22:00,2
04-01-00 21:00,1
04-01-00 20:00,2
04-01-00 19:00,3
04-01-00 18:00,2
04-01-00 17:00,2
04-01-00 16:00,2
04-01-00 15:00,3
04-01-00 14:00,3
04-01-00 13:00,3
04-01-00 12:00,5
04-01-00 11:00,3
04-01-00 10:00,3
04-01-00 09:00,2
04-01-00 08:00,2
04-01-00 07:00,2
04-01-00 06:00,
04-01-00 05:00,2
04-01-00 04:00,2
04-01-00 03:00,2
04-01-00 02:00,2
04-01-00 01:00,2
04-01-00 00:00,2
03-01-00 23:00,2
03-01-00 22:00,2
03-01-00 21:00,2
03-01-00 20:00,2
03-01-00 19:00,2
03-01-00 18:00,3
03-01-00 17:00,2
03-01-00 16:00,3
03-01-00 15:00,3
03-01-00 14:00,3
03-01-00 13:00,3
03-01-00 12:00,3
03-01-00 11:00,3
03-01-00 10:00,3
03-01-00 09:00,3
03-01-00 08:00,3
03-01-00 07:00,3
03-01-00 06:00,
03-01-00 05:00,3
03-01-00 04:00,2
03-01-00 03:00,2
03-01-00 02:00,2
03-01-00 01:00,2
03-01-00 00:00,3
02-01-00 23:00,3
02-01-00 22:00,3
02-01-00 21:00,3
02-01-00 20:00,3
02-01-00 19:00,3
02-01-00 18:00,2
02-01-00 17:00,2
02-01-00 16:00,2
02-01-00 15:00,2
02-01-00 14:00,2
02-01-00 13:00,2
02-01-00 12:00,1
02-01-00 11:00,2
02-01-00 10:00,2
02-01-00 09:00,2
02-01-00 08:00,2
02-01-00 07:00,
02-01-00 06:00,3
02-01-00 05:00,3
02-01-00 04:00,2
02-01-00 03:00,2
02-01-00 02:00,3
02-01-00 01:00,3
02-01-00 00:00,2
01-01-00 23:00,3
01-01-00 22:00,2
01-01-00 21:00,3
01-01-00 20:00,3
01-01-00 19:00,3
01-01-00 18:00,2
01-01-00 17:00,2
01-01-00 16:00,3
01-01-00 15:00,3
01-01-00 14:00,3
01-01-00 13:00,2
01-01-00 12:00,2
01-01-00 11:00,4
01-01-00 10:00,4
01-01-00 09:00,2
01-01-00 08:00,2
01-01-00 07:00,
01-01-00 06:00,2
01-01-00 05:00,2
01-01-00 04:00,3
01-01-00 03:00,2
01-01-00 02:00,2
01-01-00 01:00,2

