Datum Zeit,Glauchau O3
,µg/m³
01-02-00 00:00,48
31-01-00 23:00,38
31-01-00 22:00,34
31-01-00 21:00,43
31-01-00 20:00,44
31-01-00 19:00,45
31-01-00 18:00,44
31-01-00 17:00,43
31-01-00 16:00,50
31-01-00 15:00,54
31-01-00 14:00,57
31-01-00 13:00,60
31-01-00 12:00,65
31-01-00 11:00,68
31-01-00 10:00,67
31-01-00 09:00,67
31-01-00 08:00,63
31-01-00 07:00,
31-01-00 06:00,63
31-01-00 05:00,68
31-01-00 04:00,72
31-01-00 03:00,65
31-01-00 02:00,57
31-01-00 01:00,49
31-01-00 00:00,39
30-01-00 23:00,38
30-01-00 22:00,46
30-01-00 21:00,46
30-01-00 20:00,54
30-01-00 19:00,48
30-01-00 18:00,50
30-01-00 17:00,60
30-01-00 16:00,69
30-01-00 15:00,70
30-01-00 14:00,71
30-01-00 13:00,71
30-01-00 12:00,71
30-01-00 11:00,69
30-01-00 10:00,67
30-01-00 09:00,67
30-01-00 08:00,67
30-01-00 07:00,
30-01-00 06:00,73
30-01-00 05:00,72
30-01-00 04:00,74
30-01-00 03:00,74
30-01-00 02:00,67
30-01-00 01:00,59
30-01-00 00:00,62
29-01-00 23:00,62
29-01-00 22:00,55
29-01-00 21:00,54
29-01-00 20:00,55
29-01-00 19:00,54
29-01-00 18:00,56
29-01-00 17:00,58
29-01-00 16:00,60
29-01-00 15:00,63
29-01-00 14:00,65
29-01-00 13:00,67
29-01-00 12:00,68
29-01-00 11:00,69
29-01-00 10:00,67
29-01-00 09:00,65
29-01-00 08:00,
29-01-00 07:00,59
29-01-00 06:00,57
29-01-00 05:00,54
29-01-00 04:00,51
29-01-00 03:00,50
29-01-00 02:00,48
29-01-00 01:00,50
29-01-00 00:00,52
28-01-00 23:00,52
28-01-00 22:00,50
28-01-00 21:00,50
28-01-00 20:00,48
28-01-00 19:00,40
28-01-00 18:00,38
28-01-00 17:00,43
28-01-00 16:00,49
28-01-00 15:00,53
28-01-00 14:00,53
28-01-00 13:00,48
28-01-00 12:00,39
28-01-00 11:00,32
28-01-00 10:00,21
28-01-00 09:00,16
28-01-00 08:00,
28-01-00 07:00,14
28-01-00 06:00,12
28-01-00 05:00,14
28-01-00 04:00,17
28-01-00 03:00,22
28-01-00 02:00,30
28-01-00 01:00,25
28-01-00 00:00,21
27-01-00 23:00,22
27-01-00 22:00,21
27-01-00 21:00,19
27-01-00 20:00,18
27-01-00 19:00,17
27-01-00 18:00,18
27-01-00 17:00,20
27-01-00 16:00,21
27-01-00 15:00,19
27-01-00 14:00,20
27-01-00 13:00,20
27-01-00 12:00,23
27-01-00 11:00,17
27-01-00 10:00,13
27-01-00 09:00,
27-01-00 08:00,7
27-01-00 07:00,8
27-01-00 06:00,12
27-01-00 05:00,14
27-01-00 04:00,16
27-01-00 03:00,12
27-01-00 02:00,9
27-01-00 01:00,10
27-01-00 00:00,8
26-01-00 23:00,9
26-01-00 22:00,17
26-01-00 21:00,19
26-01-00 20:00,14
26-01-00 19:00,13
26-01-00 18:00,13
26-01-00 17:00,13
26-01-00 16:00,21
26-01-00 15:00,29
26-01-00 14:00,30
26-01-00 13:00,32
26-01-00 12:00,25
26-01-00 11:00,23
26-01-00 10:00,23
26-01-00 09:00,
26-01-00 08:00,22
26-01-00 07:00,21
26-01-00 06:00,19
26-01-00 05:00,20
26-01-00 04:00,22
26-01-00 03:00,21
26-01-00 02:00,26
26-01-00 01:00,31
26-01-00 00:00,35
25-01-00 23:00,31
25-01-00 22:00,26
25-01-00 21:00,24
25-01-00 20:00,18
25-01-00 19:00,7
25-01-00 18:00,7
25-01-00 17:00,19
25-01-00 16:00,32
25-01-00 15:00,40
25-01-00 14:00,40
25-01-00 13:00,32
25-01-00 12:00,22
25-01-00 11:00,21
25-01-00 10:00,
25-01-00 09:00,9
25-01-00 08:00,6
25-01-00 07:00,5
25-01-00 06:00,3
25-01-00 05:00,2
25-01-00 04:00,2
25-01-00 03:00,2
25-01-00 02:00,2
25-01-00 01:00,2
25-01-00 00:00,3
24-01-00 23:00,12
24-01-00 22:00,16
24-01-00 21:00,11
24-01-00 20:00,20
24-01-00 19:00,24
24-01-00 18:00,29
24-01-00 17:00,41
24-01-00 16:00,37
24-01-00 15:00,32
24-01-00 14:00,40
24-01-00 13:00,33
24-01-00 12:00,22
24-01-00 11:00,18
24-01-00 10:00,
24-01-00 09:00,7
24-01-00 08:00,3
24-01-00 07:00,3
24-01-00 06:00,4
24-01-00 05:00,3
24-01-00 04:00,4
24-01-00 03:00,5
24-01-00 02:00,5
24-01-00 01:00,5
24-01-00 00:00,5
23-01-00 23:00,6
23-01-00 22:00,5
23-01-00 21:00,4
23-01-00 20:00,9
23-01-00 19:00,9
23-01-00 18:00,27
23-01-00 17:00,36
23-01-00 16:00,54
23-01-00 15:00,58
23-01-00 14:00,58
23-01-00 13:00,57
23-01-00 12:00,60
23-01-00 11:00,
23-01-00 10:00,51
23-01-00 09:00,46
23-01-00 08:00,44
23-01-00 07:00,43
23-01-00 06:00,41
23-01-00 05:00,38
23-01-00 04:00,31
23-01-00 03:00,21
23-01-00 02:00,21
23-01-00 01:00,26
23-01-00 00:00,20
22-01-00 23:00,8
22-01-00 22:00,2
22-01-00 21:00,5
22-01-00 20:00,11
22-01-00 19:00,14
22-01-00 18:00,20
22-01-00 17:00,33
22-01-00 16:00,40
22-01-00 15:00,47
22-01-00 14:00,46
22-01-00 13:00,38
22-01-00 12:00,36
22-01-00 11:00,
22-01-00 10:00,39
22-01-00 09:00,41
22-01-00 08:00,40
22-01-00 07:00,41
22-01-00 06:00,38
22-01-00 05:00,39
22-01-00 04:00,40
22-01-00 03:00,39
22-01-00 02:00,39
22-01-00 01:00,33
22-01-00 00:00,44
21-01-00 23:00,45
21-01-00 22:00,48
21-01-00 21:00,44
21-01-00 20:00,42
21-01-00 19:00,46
21-01-00 18:00,45
21-01-00 17:00,56
21-01-00 16:00,56
21-01-00 15:00,54
21-01-00 14:00,52
21-01-00 13:00,52
21-01-00 12:00,
21-01-00 11:00,56
21-01-00 10:00,58
21-01-00 09:00,58
21-01-00 08:00,55
21-01-00 07:00,55
21-01-00 06:00,55
21-01-00 05:00,52
21-01-00 04:00,48
21-01-00 03:00,43
21-01-00 02:00,41
21-01-00 01:00,41
21-01-00 00:00,38
20-01-00 23:00,37
20-01-00 22:00,33
20-01-00 21:00,31
20-01-00 20:00,31
20-01-00 19:00,36
20-01-00 18:00,35
20-01-00 17:00,30
20-01-00 16:00,32
20-01-00 15:00,38
20-01-00 14:00,37
20-01-00 13:00,37
20-01-00 12:00,
20-01-00 11:00,
20-01-00 10:00,29
20-01-00 09:00,33
20-01-00 08:00,35
20-01-00 07:00,33
20-01-00 06:00,28
20-01-00 05:00,29
20-01-00 04:00,30
20-01-00 03:00,27
20-01-00 02:00,25
20-01-00 01:00,
20-01-00 00:00,20
19-01-00 23:00,22
19-01-00 22:00,20
19-01-00 21:00,24
19-01-00 20:00,26
19-01-00 19:00,28
19-01-00 18:00,26
19-01-00 17:00,43
19-01-00 16:00,47
19-01-00 15:00,48
19-01-00 14:00,48
19-01-00 13:00,49
19-01-00 12:00,40
19-01-00 11:00,36
19-01-00 10:00,27
19-01-00 09:00,22
19-01-00 08:00,23
19-01-00 07:00,30
19-01-00 06:00,35
19-01-00 05:00,44
19-01-00 04:00,44
19-01-00 03:00,50
19-01-00 02:00,51
19-01-00 01:00,
19-01-00 00:00,51
18-01-00 23:00,45
18-01-00 22:00,47
18-01-00 21:00,45
18-01-00 20:00,44
18-01-00 19:00,41
18-01-00 18:00,46
18-01-00 17:00,48
18-01-00 16:00,50
18-01-00 15:00,53
18-01-00 14:00,54
18-01-00 13:00,51
18-01-00 12:00,58
18-01-00 11:00,57
18-01-00 10:00,57
18-01-00 09:00,57
18-01-00 08:00,54
18-01-00 07:00,56
18-01-00 06:00,58
18-01-00 05:00,59
18-01-00 04:00,57
18-01-00 03:00,65
18-01-00 02:00,
18-01-00 01:00,62
18-01-00 00:00,60
17-01-00 23:00,61
17-01-00 22:00,61
17-01-00 21:00,57
17-01-00 20:00,54
17-01-00 19:00,53
17-01-00 18:00,52
17-01-00 17:00,53
17-01-00 16:00,50
17-01-00 15:00,51
17-01-00 14:00,47
