Datum Zeit,Klingenthal NO2
,µg/m³
01-02-00 00:00,12
31-01-00 23:00,13
31-01-00 22:00,14
31-01-00 21:00,16
31-01-00 20:00,17
31-01-00 19:00,23
31-01-00 18:00,26
31-01-00 17:00,28
31-01-00 16:00,27
31-01-00 15:00,27
31-01-00 14:00,22
31-01-00 13:00,19
31-01-00 12:00,23
31-01-00 11:00,24
31-01-00 10:00,21
31-01-00 09:00,
31-01-00 08:00,17
31-01-00 07:00,23
31-01-00 06:00,13
31-01-00 05:00,8
31-01-00 04:00,6
31-01-00 03:00,7
31-01-00 02:00,7
31-01-00 01:00,8
31-01-00 00:00,20
30-01-00 23:00,31
30-01-00 22:00,19
30-01-00 21:00,50
30-01-00 20:00,32
30-01-00 19:00,48
30-01-00 18:00,42
30-01-00 17:00,20
30-01-00 16:00,17
30-01-00 15:00,20
30-01-00 14:00,13
30-01-00 13:00,10
30-01-00 12:00,13
30-01-00 11:00,16
30-01-00 10:00,14
30-01-00 09:00,
30-01-00 08:00,10
30-01-00 07:00,8
30-01-00 06:00,9
30-01-00 05:00,9
30-01-00 04:00,9
30-01-00 03:00,9
30-01-00 02:00,9
30-01-00 01:00,10
30-01-00 00:00,10
29-01-00 23:00,12
29-01-00 22:00,12
29-01-00 21:00,13
29-01-00 20:00,15
29-01-00 19:00,15
29-01-00 18:00,16
29-01-00 17:00,16
29-01-00 16:00,15
29-01-00 15:00,16
29-01-00 14:00,14
29-01-00 13:00,14
29-01-00 12:00,14
29-01-00 11:00,16
29-01-00 10:00,
29-01-00 09:00,15
29-01-00 08:00,12
29-01-00 07:00,13
29-01-00 06:00,13
29-01-00 05:00,15
29-01-00 04:00,16
29-01-00 03:00,19
29-01-00 02:00,20
29-01-00 01:00,21
29-01-00 00:00,29
28-01-00 23:00,33
28-01-00 22:00,37
28-01-00 21:00,43
28-01-00 20:00,49
28-01-00 19:00,45
28-01-00 18:00,47
28-01-00 17:00,60
28-01-00 16:00,53
28-01-00 15:00,46
28-01-00 14:00,44
28-01-00 13:00,46
28-01-00 12:00,55
28-01-00 11:00,61
28-01-00 10:00,
28-01-00 09:00,64
28-01-00 08:00,70
28-01-00 07:00,72
28-01-00 06:00,67
28-01-00 05:00,54
28-01-00 04:00,46
28-01-00 03:00,44
28-01-00 02:00,40
28-01-00 01:00,44
28-01-00 00:00,52
27-01-00 23:00,60
27-01-00 22:00,64
27-01-00 21:00,62
27-01-00 20:00,58
27-01-00 19:00,51
27-01-00 18:00,55
27-01-00 17:00,52
27-01-00 16:00,48
27-01-00 15:00,46
27-01-00 14:00,51
27-01-00 13:00,49
27-01-00 12:00,55
27-01-00 11:00,
27-01-00 10:00,61
27-01-00 09:00,59
27-01-00 08:00,62
27-01-00 07:00,64
27-01-00 06:00,59
27-01-00 05:00,50
27-01-00 04:00,49
27-01-00 03:00,51
27-01-00 02:00,56
27-01-00 01:00,55
27-01-00 00:00,57
26-01-00 23:00,63
26-01-00 22:00,61
26-01-00 21:00,59
26-01-00 20:00,55
26-01-00 19:00,56
26-01-00 18:00,59
26-01-00 17:00,62
26-01-00 16:00,52
26-01-00 15:00,55
26-01-00 14:00,45
26-01-00 13:00,45
26-01-00 12:00,53
26-01-00 11:00,
26-01-00 10:00,54
26-01-00 09:00,64
26-01-00 08:00,61
26-01-00 07:00,56
26-01-00 06:00,52
26-01-00 05:00,52
26-01-00 04:00,42
26-01-00 03:00,37
26-01-00 02:00,37
26-01-00 01:00,40
26-01-00 00:00,49
25-01-00 23:00,54
25-01-00 22:00,56
25-01-00 21:00,56
25-01-00 20:00,62
25-01-00 19:00,50
25-01-00 18:00,31
25-01-00 17:00,27
25-01-00 16:00,28
25-01-00 15:00,34
25-01-00 14:00,36
25-01-00 13:00,34
25-01-00 12:00,
25-01-00 11:00,51
25-01-00 10:00,54
25-01-00 09:00,62
25-01-00 08:00,73
25-01-00 07:00,68
25-01-00 06:00,61
25-01-00 05:00,48
25-01-00 04:00,48
25-01-00 03:00,38
25-01-00 02:00,39
25-01-00 01:00,47
25-01-00 00:00,46
24-01-00 23:00,46
24-01-00 22:00,30
24-01-00 21:00,59
24-01-00 20:00,72
24-01-00 19:00,49
24-01-00 18:00,29
24-01-00 17:00,34
24-01-00 16:00,45
24-01-00 15:00,24
24-01-00 14:00,33
24-01-00 13:00,50
24-01-00 12:00,
24-01-00 11:00,67
24-01-00 10:00,69
24-01-00 09:00,72
24-01-00 08:00,75
24-01-00 07:00,69
24-01-00 06:00,49
24-01-00 05:00,33
24-01-00 04:00,33
24-01-00 03:00,35
24-01-00 02:00,32
24-01-00 01:00,35
24-01-00 00:00,42
23-01-00 23:00,51
23-01-00 22:00,33
23-01-00 21:00,34
23-01-00 20:00,44
23-01-00 19:00,28
23-01-00 18:00,27
23-01-00 17:00,27
23-01-00 16:00,18
23-01-00 15:00,18
23-01-00 14:00,15
23-01-00 13:00,
23-01-00 12:00,18
23-01-00 11:00,22
23-01-00 10:00,20
23-01-00 09:00,18
23-01-00 08:00,17
23-01-00 07:00,16
23-01-00 06:00,18
23-01-00 05:00,20
23-01-00 04:00,18
23-01-00 03:00,17
23-01-00 02:00,20
23-01-00 01:00,28
23-01-00 00:00,23
22-01-00 23:00,20
22-01-00 22:00,23
22-01-00 21:00,26
22-01-00 20:00,33
22-01-00 19:00,43
22-01-00 18:00,37
22-01-00 17:00,31
22-01-00 16:00,25
22-01-00 15:00,30
22-01-00 14:00,39
22-01-00 13:00,
22-01-00 12:00,40
22-01-00 11:00,29
22-01-00 10:00,23
22-01-00 09:00,28
22-01-00 08:00,31
22-01-00 07:00,26
22-01-00 06:00,18
22-01-00 05:00,19
22-01-00 04:00,17
22-01-00 03:00,13
22-01-00 02:00,14
22-01-00 01:00,14
22-01-00 00:00,15
21-01-00 23:00,19
21-01-00 22:00,22
21-01-00 21:00,22
21-01-00 20:00,21
21-01-00 19:00,18
21-01-00 18:00,22
21-01-00 17:00,26
21-01-00 16:00,22
21-01-00 15:00,19
21-01-00 14:00,
21-01-00 13:00,15
21-01-00 12:00,17
21-01-00 11:00,19
21-01-00 10:00,15
21-01-00 09:00,18
21-01-00 08:00,20
21-01-00 07:00,27
21-01-00 06:00,23
21-01-00 05:00,23
21-01-00 04:00,22
21-01-00 03:00,19
21-01-00 02:00,19
21-01-00 01:00,20
21-01-00 00:00,21
20-01-00 23:00,21
20-01-00 22:00,23
20-01-00 21:00,26
20-01-00 20:00,31
20-01-00 19:00,35
20-01-00 18:00,37
20-01-00 17:00,37
20-01-00 16:00,35
20-01-00 15:00,33
20-01-00 14:00,
20-01-00 13:00,31
20-01-00 12:00,
20-01-00 11:00,
20-01-00 10:00,36
20-01-00 09:00,36
20-01-00 08:00,41
20-01-00 07:00,54
20-01-00 06:00,41
20-01-00 05:00,28
20-01-00 04:00,25
20-01-00 03:00,20
20-01-00 02:00,17
20-01-00 01:00,16
20-01-00 00:00,19
19-01-00 23:00,20
19-01-00 22:00,
19-01-00 21:00,21
19-01-00 20:00,22
19-01-00 19:00,26
19-01-00 18:00,31
19-01-00 17:00,33
19-01-00 16:00,31
19-01-00 15:00,31
19-01-00 14:00,26
19-01-00 13:00,27
19-01-00 12:00,33
19-01-00 11:00,35
19-01-00 10:00,28
19-01-00 09:00,24
19-01-00 08:00,28
19-01-00 07:00,25
19-01-00 06:00,15
19-01-00 05:00,11
19-01-00 04:00,9
19-01-00 03:00,8
19-01-00 02:00,9
19-01-00 01:00,10
19-01-00 00:00,10
18-01-00 23:00,12
18-01-00 22:00,
18-01-00 21:00,14
18-01-00 20:00,14
18-01-00 19:00,19
18-01-00 18:00,25
18-01-00 17:00,25
18-01-00 16:00,33
18-01-00 15:00,27
18-01-00 14:00,18
18-01-00 13:00,19
18-01-00 12:00,21
18-01-00 11:00,22
18-01-00 10:00,19
18-01-00 09:00,16
18-01-00 08:00,18
18-01-00 07:00,15
18-01-00 06:00,13
18-01-00 05:00,7
18-01-00 04:00,6
18-01-00 03:00,6
18-01-00 02:00,6
18-01-00 01:00,6
18-01-00 00:00,8
17-01-00 23:00,
17-01-00 22:00,9
17-01-00 21:00,10
17-01-00 20:00,12
17-01-00 19:00,15
17-01-00 18:00,20
17-01-00 17:00,22
17-01-00 16:00,26
17-01-00 15:00,31
17-01-00 14:00,29
17-01-00 13:00,25
17-01-00 12:00,29
17-01-00 11:00,33
17-01-00 10:00,32
17-01-00 09:00,39
17-01-00 08:00,39
17-01-00 07:00,40
17-01-00 06:00,27
17-01-00 05:00,24
17-01-00 04:00,24
17-01-00 03:00,21
17-01-00 02:00,17
17-01-00 01:00,15
17-01-00 00:00,16
16-01-00 23:00,
16-01-00 22:00,20
16-01-00 21:00,21
16-01-00 20:00,20
16-01-00 19:00,26
16-01-00 18:00,28
16-01-00 17:00,27
16-01-00 16:00,29
16-01-00 15:00,26
16-01-00 14:00,21
16-01-00 13:00,14
16-01-00 12:00,13
16-01-00 11:00,21
16-01-00 10:00,33
16-01-00 09:00,33
16-01-00 08:00,30
16-01-00 07:00,26
16-01-00 06:00,20
16-01-00 05:00,14
16-01-00 04:00,14
16-01-00 03:00,19
16-01-00 02:00,19
16-01-00 01:00,21
16-01-00 00:00,
15-01-00 23:00,26
15-01-00 22:00,25
15-01-00 21:00,25
15-01-00 20:00,27
15-01-00 19:00,29
15-01-00 18:00,35
15-01-00 17:00,36
15-01-00 16:00,32
15-01-00 15:00,29
15-01-00 14:00,29
15-01-00 13:00,27
15-01-00 12:00,32
15-01-00 11:00,25
15-01-00 10:00,35
15-01-00 09:00,32
15-01-00 08:00,26
15-01-00 07:00,25
15-01-00 06:00,22
15-01-00 05:00,28
15-01-00 04:00,24
15-01-00 03:00,24
15-01-00 02:00,31
15-01-00 01:00,29
15-01-00 00:00,
14-01-00 23:00,19
14-01-00 22:00,18
14-01-00 21:00,22
14-01-00 20:00,27
14-01-00 19:00,21
14-01-00 18:00,20
14-01-00 17:00,24
14-01-00 16:00,22
14-01-00 15:00,20
14-01-00 14:00,18
14-01-00 13:00,23
14-01-00 12:00,22
14-01-00 11:00,23
14-01-00 10:00,19
14-01-00 09:00,18
14-01-00 08:00,17
14-01-00 07:00,16
14-01-00 06:00,16
14-01-00 05:00,18
14-01-00 04:00,18
14-01-00 03:00,23
14-01-00 02:00,20
14-01-00 01:00,
14-01-00 00:00,21
13-01-00 23:00,17
13-01-00 22:00,20
13-01-00 21:00,20
13-01-00 20:00,21
13-01-00 19:00,18
13-01-00 18:00,20
13-01-00 17:00,23
13-01-00 16:00,21
13-01-00 15:00,26
13-01-00 14:00,24
13-01-00 13:00,18
13-01-00 12:00,19
13-01-00 11:00,23
13-01-00 10:00,18
13-01-00 09:00,20
13-01-00 08:00,26
13-01-00 07:00,29
13-01-00 06:00,30
13-01-00 05:00,30
13-01-00 04:00,26
13-01-00 03:00,30
13-01-00 02:00,29
13-01-00 01:00,
13-01-00 00:00,47
12-01-00 23:00,46
12-01-00 22:00,31
12-01-00 21:00,34
12-01-00 20:00,50
12-01-00 19:00,31
12-01-00 18:00,26
12-01-00 17:00,26
12-01-00 16:00,31
12-01-00 15:00,21
12-01-00 14:00,30
12-01-00 13:00,34
12-01-00 12:00,39
12-01-00 11:00,30
12-01-00 10:00,16
12-01-00 09:00,15
12-01-00 08:00,20
12-01-00 07:00,17
12-01-00 06:00,10
12-01-00 05:00,9
12-01-00 04:00,9
12-01-00 03:00,11
12-01-00 02:00,
12-01-00 01:00,9
12-01-00 00:00,9
11-01-00 23:00,8
11-01-00 22:00,10
11-01-00 21:00,14
11-01-00 20:00,16
11-01-00 19:00,16
11-01-00 18:00,16
11-01-00 17:00,16
11-01-00 16:00,13
11-01-00 15:00,20
11-01-00 14:00,13
11-01-00 13:00,17
11-01-00 12:00,24
11-01-00 11:00,33
11-01-00 10:00,27
11-01-00 09:00,30
11-01-00 08:00,27
11-01-00 07:00,34
11-01-00 06:00,36
11-01-00 05:00,33
11-01-00 04:00,29
11-01-00 03:00,30
11-01-00 02:00,
11-01-00 01:00,32
11-01-00 00:00,25
10-01-00 23:00,16
10-01-00 22:00,15
10-01-00 21:00,30
10-01-00 20:00,46
10-01-00 19:00,43
10-01-00 18:00,43
10-01-00 17:00,40
10-01-00 16:00,48
10-01-00 15:00,38
10-01-00 14:00,45
10-01-00 13:00,34
10-01-00 12:00,42
10-01-00 11:00,39
10-01-00 10:00,44
10-01-00 09:00,57
10-01-00 08:00,62
10-01-00 07:00,49
10-01-00 06:00,33
10-01-00 05:00,24
10-01-00 04:00,18
10-01-00 03:00,
10-01-00 02:00,11
10-01-00 01:00,10
10-01-00 00:00,12
09-01-00 23:00,24
09-01-00 22:00,29
09-01-00 21:00,32
09-01-00 20:00,30
09-01-00 19:00,31
09-01-00 18:00,33
09-01-00 17:00,32
09-01-00 16:00,30
09-01-00 15:00,30
09-01-00 14:00,28
09-01-00 13:00,27
09-01-00 12:00,28
09-01-00 11:00,30
09-01-00 10:00,32
09-01-00 09:00,34
09-01-00 08:00,34
09-01-00 07:00,36
09-01-00 06:00,34
09-01-00 05:00,36
09-01-00 04:00,40
09-01-00 03:00,
09-01-00 02:00,37
09-01-00 01:00,34
09-01-00 00:00,33
08-01-00 23:00,31
08-01-00 22:00,29
08-01-00 21:00,31
08-01-00 20:00,31
08-01-00 19:00,13
08-01-00 18:00,17
08-01-00 17:00,13
08-01-00 16:00,14
08-01-00 15:00,21
08-01-00 14:00,19
08-01-00 13:00,25
08-01-00 12:00,28
08-01-00 11:00,29
08-01-00 10:00,32
08-01-00 09:00,36
08-01-00 08:00,35
08-01-00 07:00,33
08-01-00 06:00,35
08-01-00 05:00,36
08-01-00 04:00,
08-01-00 03:00,32
08-01-00 02:00,33
08-01-00 01:00,33
08-01-00 00:00,32
07-01-00 23:00,32
07-01-00 22:00,24
07-01-00 21:00,25
07-01-00 20:00,26
07-01-00 19:00,27
07-01-00 18:00,36
07-01-00 17:00,30
07-01-00 16:00,29
07-01-00 15:00,30
07-01-00 14:00,25
07-01-00 13:00,23
07-01-00 12:00,25
07-01-00 11:00,31
07-01-00 10:00,27
07-01-00 09:00,40
07-01-00 08:00,33
07-01-00 07:00,28
07-01-00 06:00,26
07-01-00 05:00,27
07-01-00 04:00,
07-01-00 03:00,25
07-01-00 02:00,26
07-01-00 01:00,
07-01-00 00:00,22
06-01-00 23:00,21
06-01-00 22:00,20
06-01-00 21:00,20
06-01-00 20:00,22
06-01-00 19:00,21
06-01-00 18:00,17
06-01-00 17:00,13
06-01-00 16:00,13
06-01-00 15:00,14
06-01-00 14:00,16
06-01-00 13:00,16
06-01-00 12:00,19
06-01-00 11:00,28
06-01-00 10:00,35
06-01-00 09:00,41
06-01-00 08:00,42
06-01-00 07:00,46
06-01-00 06:00,38
06-01-00 05:00,33
06-01-00 04:00,38
06-01-00 03:00,41
06-01-00 02:00,
06-01-00 01:00,42
06-01-00 00:00,51
05-01-00 23:00,51
05-01-00 22:00,49
05-01-00 21:00,56
05-01-00 20:00,74
05-01-00 19:00,76
05-01-00 18:00,72
05-01-00 17:00,31
05-01-00 16:00,27
05-01-00 15:00,34
05-01-00 14:00,31
05-01-00 13:00,24
05-01-00 12:00,29
05-01-00 11:00,43
05-01-00 10:00,38
05-01-00 09:00,28
05-01-00 08:00,32
05-01-00 07:00,43
05-01-00 06:00,31
05-01-00 05:00,19
05-01-00 04:00,12
05-01-00 03:00,15
05-01-00 02:00,
05-01-00 01:00,18
05-01-00 00:00,18
04-01-00 23:00,19
04-01-00 22:00,25
04-01-00 21:00,29
04-01-00 20:00,26
04-01-00 19:00,25
04-01-00 18:00,23
04-01-00 17:00,27
04-01-00 16:00,28
04-01-00 15:00,29
04-01-00 14:00,23
04-01-00 13:00,26
04-01-00 12:00,24
04-01-00 11:00,21
04-01-00 10:00,22
04-01-00 09:00,23
04-01-00 08:00,24
04-01-00 07:00,16
04-01-00 06:00,15
04-01-00 05:00,8
04-01-00 04:00,12
04-01-00 03:00,
04-01-00 02:00,15
04-01-00 01:00,23
04-01-00 00:00,26
03-01-00 23:00,26
03-01-00 22:00,23
03-01-00 21:00,21
03-01-00 20:00,19
03-01-00 19:00,20
03-01-00 18:00,36
03-01-00 17:00,42
03-01-00 16:00,40
03-01-00 15:00,38
03-01-00 14:00,30
03-01-00 13:00,26
03-01-00 12:00,30
03-01-00 11:00,32
03-01-00 10:00,30
03-01-00 09:00,29
03-01-00 08:00,24
03-01-00 07:00,27
03-01-00 06:00,17
03-01-00 05:00,14
03-01-00 04:00,13
03-01-00 03:00,
03-01-00 02:00,10
03-01-00 01:00,10
03-01-00 00:00,12
02-01-00 23:00,12
02-01-00 22:00,12
02-01-00 21:00,17
02-01-00 20:00,19
02-01-00 19:00,20
02-01-00 18:00,23
02-01-00 17:00,26
02-01-00 16:00,29
02-01-00 15:00,20
02-01-00 14:00,18
02-01-00 13:00,18
02-01-00 12:00,23
02-01-00 11:00,18
02-01-00 10:00,18
02-01-00 09:00,14
02-01-00 08:00,18
02-01-00 07:00,16
02-01-00 06:00,16
02-01-00 05:00,15
02-01-00 04:00,
02-01-00 03:00,10
02-01-00 02:00,13
02-01-00 01:00,13
02-01-00 00:00,18
01-01-00 23:00,22
01-01-00 22:00,30
01-01-00 21:00,34
01-01-00 20:00,29
01-01-00 19:00,34
01-01-00 18:00,26
01-01-00 17:00,29
01-01-00 16:00,27
01-01-00 15:00,26
01-01-00 14:00,23
01-01-00 13:00,22
01-01-00 12:00,19
01-01-00 11:00,17
01-01-00 10:00,18
01-01-00 09:00,19
01-01-00 08:00,20
01-01-00 07:00,22
01-01-00 06:00,20
01-01-00 05:00,21
01-01-00 04:00,
01-01-00 03:00,21
01-01-00 02:00,24
01-01-00 01:00,25

