Datum Zeit,Leipzig-Mitte NO2
,µg/m³
01-02-00 00:00,31
31-01-00 23:00,57
31-01-00 22:00,38
31-01-00 21:00,63
31-01-00 20:00,56
31-01-00 19:00,57
31-01-00 18:00,79
31-01-00 17:00,96
31-01-00 16:00,80
31-01-00 15:00,98
31-01-00 14:00,92
31-01-00 13:00,60
31-01-00 12:00,42
31-01-00 11:00,
31-01-00 10:00,37
31-01-00 09:00,41
31-01-00 08:00,29
31-01-00 07:00,25
31-01-00 06:00,16
31-01-00 05:00,10
31-01-00 04:00,9
31-01-00 03:00,14
31-01-00 02:00,13
31-01-00 01:00,21
31-01-00 00:00,31
30-01-00 23:00,42
30-01-00 22:00,33
30-01-00 21:00,34
30-01-00 20:00,42
30-01-00 19:00,61
30-01-00 18:00,77
30-01-00 17:00,87
30-01-00 16:00,49
30-01-00 15:00,42
30-01-00 14:00,37
30-01-00 13:00,39
30-01-00 12:00,
30-01-00 11:00,38
30-01-00 10:00,27
30-01-00 09:00,22
30-01-00 08:00,18
30-01-00 07:00,16
30-01-00 06:00,24
30-01-00 05:00,29
30-01-00 04:00,24
30-01-00 03:00,30
30-01-00 02:00,45
30-01-00 01:00,38
30-01-00 00:00,38
29-01-00 23:00,61
29-01-00 22:00,32
29-01-00 21:00,20
29-01-00 20:00,31
29-01-00 19:00,27
29-01-00 18:00,23
29-01-00 17:00,32
29-01-00 16:00,30
29-01-00 15:00,42
29-01-00 14:00,34
29-01-00 13:00,29
29-01-00 12:00,
29-01-00 11:00,32
29-01-00 10:00,20
29-01-00 09:00,21
29-01-00 08:00,20
29-01-00 07:00,21
29-01-00 06:00,20
29-01-00 05:00,24
29-01-00 04:00,23
29-01-00 03:00,25
29-01-00 02:00,29
29-01-00 01:00,30
29-01-00 00:00,37
28-01-00 23:00,43
28-01-00 22:00,46
28-01-00 21:00,55
28-01-00 20:00,69
28-01-00 19:00,68
28-01-00 18:00,66
28-01-00 17:00,60
28-01-00 16:00,56
28-01-00 15:00,61
28-01-00 14:00,62
28-01-00 13:00,
28-01-00 12:00,77
28-01-00 11:00,72
28-01-00 10:00,75
28-01-00 09:00,79
28-01-00 08:00,62
28-01-00 07:00,57
28-01-00 06:00,53
28-01-00 05:00,39
28-01-00 04:00,42
28-01-00 03:00,43
28-01-00 02:00,41
28-01-00 01:00,40
28-01-00 00:00,40
27-01-00 23:00,44
27-01-00 22:00,44
27-01-00 21:00,51
27-01-00 20:00,52
27-01-00 19:00,62
27-01-00 18:00,61
27-01-00 17:00,68
27-01-00 16:00,75
27-01-00 15:00,68
27-01-00 14:00,73
27-01-00 13:00,
27-01-00 12:00,80
27-01-00 11:00,77
27-01-00 10:00,77
27-01-00 09:00,98
27-01-00 08:00,80
27-01-00 07:00,73
27-01-00 06:00,68
27-01-00 05:00,66
27-01-00 04:00,68
27-01-00 03:00,70
27-01-00 02:00,69
27-01-00 01:00,70
27-01-00 00:00,66
26-01-00 23:00,67
26-01-00 22:00,67
26-01-00 21:00,68
26-01-00 20:00,71
26-01-00 19:00,72
26-01-00 18:00,74
26-01-00 17:00,73
26-01-00 16:00,77
26-01-00 15:00,74
26-01-00 14:00,
26-01-00 13:00,66
26-01-00 12:00,69
26-01-00 11:00,77
26-01-00 10:00,79
26-01-00 09:00,87
26-01-00 08:00,83
26-01-00 07:00,75
26-01-00 06:00,58
26-01-00 05:00,46
26-01-00 04:00,31
26-01-00 03:00,29
26-01-00 02:00,31
26-01-00 01:00,38
26-01-00 00:00,45
25-01-00 23:00,49
25-01-00 22:00,63
25-01-00 21:00,72
25-01-00 20:00,69
25-01-00 19:00,72
25-01-00 18:00,74
25-01-00 17:00,74
25-01-00 16:00,66
25-01-00 15:00,59
25-01-00 14:00,
25-01-00 13:00,57
25-01-00 12:00,63
25-01-00 11:00,70
25-01-00 10:00,89
25-01-00 09:00,96
25-01-00 08:00,89
25-01-00 07:00,75
25-01-00 06:00,63
25-01-00 05:00,59
25-01-00 04:00,62
25-01-00 03:00,81
25-01-00 02:00,78
25-01-00 01:00,86
25-01-00 00:00,97
24-01-00 23:00,102
24-01-00 22:00,99
24-01-00 21:00,106
24-01-00 20:00,114
24-01-00 19:00,120
24-01-00 18:00,120
24-01-00 17:00,112
24-01-00 16:00,108
