Datum Zeit,Borna CO
,mg/m3
01-02-00 00:00,0.1
31-01-00 23:00,0.3
31-01-00 22:00,0.2
31-01-00 21:00,0.4
31-01-00 20:00,1.1
31-01-00 19:00,0.9
31-01-00 18:00,1.4
31-01-00 17:00,0.9
31-01-00 16:00,0.6
31-01-00 15:00,0.8
31-01-00 14:00,0.3
31-01-00 13:00,0.2
31-01-00 12:00,0.3
31-01-00 11:00,0.2
31-01-00 10:00,0.2
31-01-00 09:00,0.2
31-01-00 08:00,0.2
31-01-00 07:00,0.3
31-01-00 06:00,0.1
31-01-00 05:00,0.1
31-01-00 04:00,0.1
31-01-00 03:00,0.1
31-01-00 02:00,0.1
31-01-00 01:00,0.1
31-01-00 00:00,0.1
30-01-00 23:00,0.3
30-01-00 22:00,0.6
30-01-00 21:00,1.3
30-01-00 20:00,1.0
30-01-00 19:00,0.7
30-01-00 18:00,0.8
30-01-00 17:00,0.5
30-01-00 16:00,0.2
30-01-00 15:00,0.2
30-01-00 14:00,0.1
30-01-00 13:00,0.1
30-01-00 12:00,0.1
30-01-00 11:00,
30-01-00 10:00,0.1
30-01-00 09:00,0.1
30-01-00 08:00,0.1
30-01-00 07:00,0.1
30-01-00 06:00,0.1
30-01-00 05:00,0.1
30-01-00 04:00,0.1
30-01-00 03:00,0.1
30-01-00 02:00,0.1
30-01-00 01:00,0.1
30-01-00 00:00,0.1
29-01-00 23:00,0.1
29-01-00 22:00,0.2
29-01-00 21:00,0.2
29-01-00 20:00,0.3
29-01-00 19:00,0.2
29-01-00 18:00,0.3
29-01-00 17:00,0.2
29-01-00 16:00,0.3
29-01-00 15:00,0.4
29-01-00 14:00,0.4
29-01-00 13:00,0.4
29-01-00 12:00,0.4
29-01-00 11:00,0.4
29-01-00 10:00,0.3
29-01-00 09:00,0.2
29-01-00 08:00,0.2
29-01-00 07:00,0.2
29-01-00 06:00,0.2
29-01-00 05:00,0.1
29-01-00 04:00,0.1
29-01-00 03:00,0.1
29-01-00 02:00,0.2
29-01-00 01:00,0.2
29-01-00 00:00,0.2
28-01-00 23:00,0.4
28-01-00 22:00,0.5
28-01-00 21:00,0.4
28-01-00 20:00,0.5
28-01-00 19:00,0.7
28-01-00 18:00,1.4
28-01-00 17:00,1.4
28-01-00 16:00,1.1
28-01-00 15:00,0.7
28-01-00 14:00,1.3
28-01-00 13:00,1.2
28-01-00 12:00,0.9
28-01-00 11:00,
28-01-00 10:00,1.3
28-01-00 09:00,0.9
28-01-00 08:00,1.1
28-01-00 07:00,1.4
28-01-00 06:00,0.6
28-01-00 05:00,0.3
28-01-00 04:00,0.2
28-01-00 03:00,0.1
28-01-00 02:00,0.1
28-01-00 01:00,0.1
28-01-00 00:00,0.2
27-01-00 23:00,0.3
27-01-00 22:00,0.3
27-01-00 21:00,0.5
27-01-00 20:00,0.8
27-01-00 19:00,1.1
27-01-00 18:00,1.8
27-01-00 17:00,2.6
27-01-00 16:00,2.4
27-01-00 15:00,1.6
27-01-00 14:00,1.2
27-01-00 13:00,0.9
27-01-00 12:00,1.1
27-01-00 11:00,1.3
27-01-00 10:00,1.2
27-01-00 09:00,1.5
27-01-00 08:00,1.3
27-01-00 07:00,1.4
27-01-00 06:00,0.6
27-01-00 05:00,0.3
27-01-00 04:00,0.2
27-01-00 03:00,0.2
27-01-00 02:00,0.2
27-01-00 01:00,0.2
27-01-00 00:00,0.2
26-01-00 23:00,0.3
26-01-00 22:00,0.5
26-01-00 21:00,0.4
26-01-00 20:00,0.6
26-01-00 19:00,0.8
26-01-00 18:00,1.2
26-01-00 17:00,1.7
26-01-00 16:00,1.4
26-01-00 15:00,1.1
26-01-00 14:00,0.9
26-01-00 13:00,0.7
26-01-00 12:00,
26-01-00 11:00,0.8
26-01-00 10:00,1.1
26-01-00 09:00,1.1
26-01-00 08:00,1.5
26-01-00 07:00,2.6
26-01-00 06:00,0.9
26-01-00 05:00,0.3
26-01-00 04:00,0.2
26-01-00 03:00,0.1
26-01-00 02:00,0.1
26-01-00 01:00,0.1
26-01-00 00:00,0.2
25-01-00 23:00,0.3
25-01-00 22:00,0.4
25-01-00 21:00,0.7
25-01-00 20:00,1.3
25-01-00 19:00,1.8
25-01-00 18:00,2.2
25-01-00 17:00,2.8
25-01-00 16:00,1.7
25-01-00 15:00,1.8
25-01-00 14:00,0.9
25-01-00 13:00,1.3
25-01-00 12:00,1.1
25-01-00 11:00,1.8
25-01-00 10:00,1.6
25-01-00 09:00,1.6
25-01-00 08:00,2.9
25-01-00 07:00,2.3
25-01-00 06:00,1.0
25-01-00 05:00,0.6
25-01-00 04:00,0.2
25-01-00 03:00,0.2
25-01-00 02:00,0.3
25-01-00 01:00,0.4
25-01-00 00:00,0.4
24-01-00 23:00,1.4
24-01-00 22:00,1.3
24-01-00 21:00,0.4
24-01-00 20:00,0.7
24-01-00 19:00,1.5
24-01-00 18:00,1.4
24-01-00 17:00,1.7
24-01-00 16:00,1.6
24-01-00 15:00,0.8
24-01-00 14:00,0.6
24-01-00 13:00,0.6
24-01-00 12:00,
24-01-00 11:00,1.3
24-01-00 10:00,1.4
24-01-00 09:00,1.5
24-01-00 08:00,2.1
24-01-00 07:00,2.3
24-01-00 06:00,1.2
24-01-00 05:00,0.6
24-01-00 04:00,0.6
24-01-00 03:00,0.3
24-01-00 02:00,0.3
24-01-00 01:00,0.2
24-01-00 00:00,0.3
23-01-00 23:00,0.7
23-01-00 22:00,0.2
23-01-00 21:00,0.1
23-01-00 20:00,0.1
23-01-00 19:00,0.1
23-01-00 18:00,0.1
23-01-00 17:00,0.2
23-01-00 16:00,0.3
23-01-00 15:00,0.6
23-01-00 14:00,0.3
23-01-00 13:00,0.4
23-01-00 12:00,0.3
23-01-00 11:00,0.2
23-01-00 10:00,0.1
23-01-00 09:00,0.1
