Datum Zeit,Goerlitz CO
,mg/m3
01-02-00 00:00,0.2
31-01-00 23:00,0.4
31-01-00 22:00,0.1
31-01-00 21:00,0.1
31-01-00 20:00,0.2
31-01-00 19:00,0.3
31-01-00 18:00,0.3
31-01-00 17:00,0.3
31-01-00 16:00,0.4
31-01-00 15:00,0.3
31-01-00 14:00,0.2
31-01-00 13:00,
31-01-00 12:00,0.2
31-01-00 11:00,0.2
31-01-00 10:00,0.2
31-01-00 09:00,0.2
31-01-00 08:00,0.2
31-01-00 07:00,0.2
31-01-00 06:00,0.1
31-01-00 05:00,0.1
31-01-00 04:00,0.1
31-01-00 03:00,0.1
31-01-00 02:00,0.1
31-01-00 01:00,0.1
31-01-00 00:00,0.1
30-01-00 23:00,0.1
30-01-00 22:00,0.2
30-01-00 21:00,0.1
30-01-00 20:00,0.1
30-01-00 19:00,0.2
30-01-00 18:00,0.1
30-01-00 17:00,0.1
30-01-00 16:00,0.1
30-01-00 15:00,0.1
30-01-00 14:00,0.1
30-01-00 13:00,0.1
30-01-00 12:00,0.1
30-01-00 11:00,0.1
30-01-00 10:00,0.1
30-01-00 09:00,0.1
30-01-00 08:00,0.1
30-01-00 07:00,0.1
30-01-00 06:00,0.1
30-01-00 05:00,0.1
30-01-00 04:00,0.1
30-01-00 03:00,0.1
30-01-00 02:00,0.2
30-01-00 01:00,0.2
30-01-00 00:00,0.6
29-01-00 23:00,0.5
29-01-00 22:00,0.3
29-01-00 21:00,0.3
29-01-00 20:00,0.4
29-01-00 19:00,0.4
29-01-00 18:00,0.4
29-01-00 17:00,0.5
29-01-00 16:00,0.6
29-01-00 15:00,0.6
29-01-00 14:00,0.4
29-01-00 13:00,
29-01-00 12:00,0.6
29-01-00 11:00,0.5
29-01-00 10:00,0.5
29-01-00 09:00,0.3
29-01-00 08:00,0.2
29-01-00 07:00,0.2
29-01-00 06:00,0.2
29-01-00 05:00,0.1
29-01-00 04:00,0.1
29-01-00 03:00,0.2
29-01-00 02:00,0.1
29-01-00 01:00,0.2
29-01-00 00:00,0.2
28-01-00 23:00,0.4
28-01-00 22:00,0.2
28-01-00 21:00,0.4
28-01-00 20:00,0.4
28-01-00 19:00,0.6
28-01-00 18:00,0.7
28-01-00 17:00,0.8
28-01-00 16:00,1.7
28-01-00 15:00,2.1
28-01-00 14:00,0.9
28-01-00 13:00,0.9
28-01-00 12:00,0.6
28-01-00 11:00,0.5
28-01-00 10:00,0.5
28-01-00 09:00,0.3
28-01-00 08:00,0.4
28-01-00 07:00,0.5
28-01-00 06:00,0.2
28-01-00 05:00,0.1
28-01-00 04:00,0.1
28-01-00 03:00,0.1
28-01-00 02:00,0.1
28-01-00 01:00,0.1
28-01-00 00:00,0.1
27-01-00 23:00,0.2
