Datum Zeit,Chemnitz-Mitte BEN
,µg/m³
01-02-00 00:00,1.2
31-01-00 23:00,1.6
31-01-00 22:00,1.6
31-01-00 21:00,1.9
31-01-00 20:00,2.8
31-01-00 19:00,3.7
31-01-00 18:00,3.2
31-01-00 17:00,3.9
31-01-00 16:00,2.3
31-01-00 15:00,1.9
31-01-00 14:00,2.2
31-01-00 13:00,1.6
31-01-00 12:00,1.8
31-01-00 11:00,1.5
31-01-00 10:00,1.3
31-01-00 09:00,1.2
31-01-00 08:00,1.5
31-01-00 07:00,1.0
31-01-00 06:00,0.7
31-01-00 05:00,0.6
31-01-00 04:00,0.6
31-01-00 03:00,0.7
31-01-00 02:00,0.8
31-01-00 01:00,1.3
31-01-00 00:00,2.4
30-01-00 23:00,2.2
30-01-00 22:00,2.3
30-01-00 21:00,2.4
30-01-00 20:00,2.3
30-01-00 19:00,1.6
30-01-00 18:00,1.7
30-01-00 17:00,1.2
30-01-00 16:00,1.0
30-01-00 15:00,1.3
30-01-00 14:00,1.1
30-01-00 13:00,1.0
30-01-00 12:00,1.2
30-01-00 11:00,1.1
30-01-00 10:00,1.1
30-01-00 09:00,0.8
30-01-00 08:00,
30-01-00 07:00,
30-01-00 06:00,
30-01-00 05:00,
30-01-00 04:00,
30-01-00 03:00,1.0
30-01-00 02:00,1.2
30-01-00 01:00,1.1
30-01-00 00:00,1.2
29-01-00 23:00,1.2
29-01-00 22:00,1.2
29-01-00 21:00,1.4
29-01-00 20:00,1.4
29-01-00 19:00,1.5
29-01-00 18:00,1.6
29-01-00 17:00,1.7
29-01-00 16:00,1.7
29-01-00 15:00,1.7
29-01-00 14:00,1.6
29-01-00 13:00,1.5
29-01-00 12:00,1.8
29-01-00 11:00,1.7
29-01-00 10:00,1.5
29-01-00 09:00,1.5
29-01-00 08:00,1.6
29-01-00 07:00,1.5
29-01-00 06:00,1.6
29-01-00 05:00,1.8
29-01-00 04:00,1.9
29-01-00 03:00,2.0
29-01-00 02:00,2.2
29-01-00 01:00,2.1
29-01-00 00:00,2.1
28-01-00 23:00,2.3
28-01-00 22:00,2.3
28-01-00 21:00,2.4
28-01-00 20:00,3.3
28-01-00 19:00,3.8
28-01-00 18:00,3.5
28-01-00 17:00,3.4
28-01-00 16:00,3.6
28-01-00 15:00,3.3
28-01-00 14:00,3.2
28-01-00 13:00,3.7
28-01-00 12:00,3.9
28-01-00 11:00,3.7
28-01-00 10:00,3.4
28-01-00 09:00,3.6
28-01-00 08:00,3.7
28-01-00 07:00,3.1
28-01-00 06:00,2.4
28-01-00 05:00,2.2
28-01-00 04:00,2.1
28-01-00 03:00,1.8
28-01-00 02:00,2.0
28-01-00 01:00,2.1
28-01-00 00:00,2.3
27-01-00 23:00,2.3
27-01-00 22:00,2.4
27-01-00 21:00,2.6
27-01-00 20:00,2.9
27-01-00 19:00,3.3
27-01-00 18:00,3.7
27-01-00 17:00,4.1
27-01-00 16:00,3.8
27-01-00 15:00,3.2
27-01-00 14:00,3.3
27-01-00 13:00,2.9
27-01-00 12:00,2.9
27-01-00 11:00,2.9
27-01-00 10:00,3.1
27-01-00 09:00,3.2
27-01-00 08:00,3.2
27-01-00 07:00,2.6
27-01-00 06:00,2.2
27-01-00 05:00,2.1
27-01-00 04:00,2.3
27-01-00 03:00,2.3
27-01-00 02:00,2.4
27-01-00 01:00,2.3
27-01-00 00:00,2.4
26-01-00 23:00,2.8
26-01-00 22:00,2.7
26-01-00 21:00,2.8
26-01-00 20:00,4.0
26-01-00 19:00,4.1
26-01-00 18:00,3.8
26-01-00 17:00,4.1
26-01-00 16:00,3.0
26-01-00 15:00,3.2
26-01-00 14:00,3.1
26-01-00 13:00,
26-01-00 12:00,
26-01-00 11:00,
26-01-00 10:00,
26-01-00 09:00,
26-01-00 08:00,2.7
26-01-00 07:00,2.4
26-01-00 06:00,2.1
26-01-00 05:00,2.0
26-01-00 04:00,2.1
26-01-00 03:00,2.1
26-01-00 02:00,2.0
26-01-00 01:00,2.1
26-01-00 00:00,1.9
25-01-00 23:00,2.6
25-01-00 22:00,3.4
25-01-00 21:00,4.8
25-01-00 20:00,6.0
25-01-00 19:00,5.3
25-01-00 18:00,4.6
25-01-00 17:00,
25-01-00 16:00,
25-01-00 15:00,
25-01-00 14:00,
25-01-00 13:00,
25-01-00 12:00,
25-01-00 11:00,
25-01-00 10:00,
25-01-00 09:00,
25-01-00 08:00,
25-01-00 07:00,
25-01-00 06:00,
25-01-00 05:00,
25-01-00 04:00,
25-01-00 03:00,
25-01-00 02:00,
25-01-00 01:00,
25-01-00 00:00,
24-01-00 23:00,
24-01-00 22:00,
24-01-00 21:00,
24-01-00 20:00,
24-01-00 19:00,
24-01-00 18:00,
24-01-00 17:00,
24-01-00 16:00,
24-01-00 15:00,
24-01-00 14:00,
24-01-00 13:00,
24-01-00 12:00,3.5
24-01-00 11:00,3.3
24-01-00 10:00,6.7
24-01-00 09:00,8.0
24-01-00 08:00,8.1
24-01-00 07:00,5.2
24-01-00 06:00,4.0
24-01-00 05:00,4.5
24-01-00 04:00,5.6
24-01-00 03:00,7.2
24-01-00 02:00,7.2
24-01-00 01:00,6.6
24-01-00 00:00,10.0
23-01-00 23:00,9.5
23-01-00 22:00,9.4
23-01-00 21:00,8.3
23-01-00 20:00,5.5
23-01-00 19:00,4.8
23-01-00 18:00,4.4
23-01-00 17:00,4.0
23-01-00 16:00,3.5
23-01-00 15:00,3.6
23-01-00 14:00,3.3
23-01-00 13:00,3.4
23-01-00 12:00,2.8
23-01-00 11:00,2.3
23-01-00 10:00,2.4
23-01-00 09:00,2.5
23-01-00 08:00,
23-01-00 07:00,
23-01-00 06:00,
23-01-00 05:00,
23-01-00 04:00,
23-01-00 03:00,1.8
23-01-00 02:00,2.1
23-01-00 01:00,2.2
23-01-00 00:00,3.6
22-01-00 23:00,5.7
22-01-00 22:00,5.5
22-01-00 21:00,4.5
22-01-00 20:00,4.0
22-01-00 19:00,3.9
22-01-00 18:00,3.7
22-01-00 17:00,2.7
22-01-00 16:00,2.0
22-01-00 15:00,2.3
22-01-00 14:00,2.2
22-01-00 13:00,2.4
22-01-00 12:00,2.4
22-01-00 11:00,1.7
22-01-00 10:00,1.7
22-01-00 09:00,1.6
22-01-00 08:00,1.3
22-01-00 07:00,1.2
22-01-00 06:00,1.2
22-01-00 05:00,1.5
22-01-00 04:00,1.3
22-01-00 03:00,1.8
22-01-00 02:00,2.1
22-01-00 01:00,2.0
22-01-00 00:00,2.2
21-01-00 23:00,2.0
21-01-00 22:00,1.8
21-01-00 21:00,2.2
21-01-00 20:00,3.4
21-01-00 19:00,2.2
21-01-00 18:00,2.6
21-01-00 17:00,1.7
21-01-00 16:00,2.4
21-01-00 15:00,1.7
21-01-00 14:00,2.3
21-01-00 13:00,1.3
21-01-00 12:00,1.4
21-01-00 11:00,1.7
21-01-00 10:00,1.3
21-01-00 09:00,1.2
21-01-00 08:00,1.3
21-01-00 07:00,0.9
21-01-00 06:00,0.7
21-01-00 05:00,0.8
21-01-00 04:00,0.8
21-01-00 03:00,0.9
21-01-00 02:00,1.0
21-01-00 01:00,1.2
21-01-00 00:00,1.0
20-01-00 23:00,1.2
20-01-00 22:00,1.4
20-01-00 21:00,1.7
20-01-00 20:00,2.5
20-01-00 19:00,2.4
20-01-00 18:00,3.2
20-01-00 17:00,2.7
20-01-00 16:00,2.6
20-01-00 15:00,2.3
20-01-00 14:00,2.3
20-01-00 13:00,2.5
20-01-00 12:00,2.4
20-01-00 11:00,3.5
20-01-00 10:00,2.1
20-01-00 09:00,2.1
20-01-00 08:00,2.0
20-01-00 07:00,1.8
20-01-00 06:00,1.3
20-01-00 05:00,1.3
20-01-00 04:00,1.3
20-01-00 03:00,1.6
20-01-00 02:00,1.5
20-01-00 01:00,1.8
20-01-00 00:00,2.1
19-01-00 23:00,2.1
19-01-00 22:00,2.1
19-01-00 21:00,2.0
19-01-00 20:00,2.7
19-01-00 19:00,2.5
19-01-00 18:00,2.2
19-01-00 17:00,3.3
19-01-00 16:00,2.4
19-01-00 15:00,2.8
19-01-00 14:00,2.0
19-01-00 13:00,
19-01-00 12:00,
19-01-00 11:00,
19-01-00 10:00,
19-01-00 09:00,
19-01-00 08:00,2.7
19-01-00 07:00,1.3
19-01-00 06:00,0.8
19-01-00 05:00,0.7
19-01-00 04:00,0.8
19-01-00 03:00,0.8
19-01-00 02:00,0.8
19-01-00 01:00,1.1
19-01-00 00:00,1.0
18-01-00 23:00,1.3
18-01-00 22:00,1.3
18-01-00 21:00,1.5
18-01-00 20:00,2.4
18-01-00 19:00,2.1
18-01-00 18:00,2.4
18-01-00 17:00,2.7
18-01-00 16:00,2.4
18-01-00 15:00,1.9
18-01-00 14:00,1.9
18-01-00 13:00,1.5
18-01-00 12:00,1.7
18-01-00 11:00,1.4
18-01-00 10:00,1.1
18-01-00 09:00,1.0
18-01-00 08:00,1.3
18-01-00 07:00,0.6
18-01-00 06:00,0.5
18-01-00 05:00,0.5
18-01-00 04:00,0.5
18-01-00 03:00,0.5
18-01-00 02:00,0.5
18-01-00 01:00,0.6
18-01-00 00:00,0.6
17-01-00 23:00,0.8
17-01-00 22:00,0.7
17-01-00 21:00,0.9
17-01-00 20:00,1.2
17-01-00 19:00,1.9
17-01-00 18:00,2.1
17-01-00 17:00,2.8
17-01-00 16:00,2.2
17-01-00 15:00,2.0
17-01-00 14:00,1.7
17-01-00 13:00,1.8
17-01-00 12:00,2.3
17-01-00 11:00,1.6
17-01-00 10:00,1.8
17-01-00 09:00,2.1
17-01-00 08:00,2.1
17-01-00 07:00,1.5
17-01-00 06:00,1.2
17-01-00 05:00,1.0
17-01-00 04:00,1.0
17-01-00 03:00,1.0
17-01-00 02:00,1.1
17-01-00 01:00,1.1
17-01-00 00:00,1.3
16-01-00 23:00,1.4
16-01-00 22:00,1.5
16-01-00 21:00,1.9
16-01-00 20:00,1.9
16-01-00 19:00,1.8
16-01-00 18:00,1.7
16-01-00 17:00,1.8
16-01-00 16:00,1.9
16-01-00 15:00,1.9
16-01-00 14:00,1.6
16-01-00 13:00,1.9
16-01-00 12:00,2.2
16-01-00 11:00,2.4
16-01-00 10:00,1.9
16-01-00 09:00,1.7
16-01-00 08:00,1.9
16-01-00 07:00,2.2
16-01-00 06:00,2.7
16-01-00 05:00,2.4
16-01-00 04:00,3.8
16-01-00 03:00,2.3
16-01-00 02:00,2.5
16-01-00 01:00,2.5
16-01-00 00:00,2.8
15-01-00 23:00,2.8
15-01-00 22:00,3.0
15-01-00 21:00,2.7
15-01-00 20:00,2.6
15-01-00 19:00,3.1
15-01-00 18:00,
15-01-00 17:00,
15-01-00 16:00,
15-01-00 15:00,
15-01-00 14:00,
15-01-00 13:00,5.0
15-01-00 12:00,4.7
15-01-00 11:00,5.1
15-01-00 10:00,5.1
15-01-00 09:00,4.0
15-01-00 08:00,3.3
15-01-00 07:00,3.1
15-01-00 06:00,3.1
15-01-00 05:00,2.7
15-01-00 04:00,2.8
15-01-00 03:00,3.4
15-01-00 02:00,4.2
15-01-00 01:00,4.1
15-01-00 00:00,3.8
14-01-00 23:00,4.6
14-01-00 22:00,5.1
14-01-00 21:00,5.0
14-01-00 20:00,6.8
14-01-00 19:00,8.8
14-01-00 18:00,9.7
14-01-00 17:00,7.2
14-01-00 16:00,6.9
14-01-00 15:00,5.3
14-01-00 14:00,5.8
14-01-00 13:00,5.5
14-01-00 12:00,5.3
14-01-00 11:00,6.5
14-01-00 10:00,10.4
14-01-00 09:00,6.8
14-01-00 08:00,6.7
14-01-00 07:00,4.9
14-01-00 06:00,3.0
14-01-00 05:00,2.6
14-01-00 04:00,2.7
14-01-00 03:00,2.8
14-01-00 02:00,3.1
14-01-00 01:00,3.6
14-01-00 00:00,5.0
13-01-00 23:00,5.4
13-01-00 22:00,5.6
13-01-00 21:00,4.1
13-01-00 20:00,5.2
13-01-00 19:00,6.8
13-01-00 18:00,5.7
13-01-00 17:00,5.0
13-01-00 16:00,3.8
13-01-00 15:00,3.7
13-01-00 14:00,3.5
13-01-00 13:00,3.4
13-01-00 12:00,3.4
13-01-00 11:00,3.2
13-01-00 10:00,3.2
13-01-00 09:00,3.2
13-01-00 08:00,3.4
13-01-00 07:00,2.7
13-01-00 06:00,2.5
13-01-00 05:00,2.8
13-01-00 04:00,3.0
13-01-00 03:00,3.1
13-01-00 02:00,2.6
13-01-00 01:00,2.2
13-01-00 00:00,2.0
12-01-00 23:00,2.3
12-01-00 22:00,2.6
12-01-00 21:00,3.5
12-01-00 20:00,3.6
12-01-00 19:00,4.5
12-01-00 18:00,5.0
12-01-00 17:00,3.8
12-01-00 16:00,5.4
12-01-00 15:00,5.0
12-01-00 14:00,4.1
12-01-00 13:00,3.7
12-01-00 12:00,5.0
12-01-00 11:00,3.7
12-01-00 10:00,3.8
12-01-00 09:00,5.5
12-01-00 08:00,4.6
12-01-00 07:00,3.5
12-01-00 06:00,1.8
12-01-00 05:00,1.6
12-01-00 04:00,1.9
12-01-00 03:00,1.9
12-01-00 02:00,2.4
12-01-00 01:00,3.1
12-01-00 00:00,3.2
11-01-00 23:00,
11-01-00 22:00,
11-01-00 21:00,
11-01-00 20:00,
11-01-00 19:00,
11-01-00 18:00,5.7
11-01-00 17:00,3.7
11-01-00 16:00,2.4
11-01-00 15:00,2.5
11-01-00 14:00,2.3
11-01-00 13:00,3.1
11-01-00 12:00,3.8
11-01-00 11:00,4.1
11-01-00 10:00,5.4
11-01-00 09:00,7.2
11-01-00 08:00,6.6
11-01-00 07:00,4.6
11-01-00 06:00,3.1
11-01-00 05:00,1.7
11-01-00 04:00,0.9
11-01-00 03:00,1.2
11-01-00 02:00,1.9
11-01-00 01:00,2.2
11-01-00 00:00,2.1
10-01-00 23:00,2.1
10-01-00 22:00,2.1
10-01-00 21:00,2.5
10-01-00 20:00,3.4
10-01-00 19:00,4.0
10-01-00 18:00,3.8
10-01-00 17:00,5.0
10-01-00 16:00,3.1
10-01-00 15:00,2.5
10-01-00 14:00,2.2
10-01-00 13:00,1.8
10-01-00 12:00,3.0
10-01-00 11:00,2.8
10-01-00 10:00,3.8
10-01-00 09:00,3.0
10-01-00 08:00,3.1
10-01-00 07:00,1.9
10-01-00 06:00,1.2
10-01-00 05:00,0.9
10-01-00 04:00,1.0
10-01-00 03:00,1.0
10-01-00 02:00,1.3
10-01-00 01:00,1.8
10-01-00 00:00,1.8
09-01-00 23:00,2.3
09-01-00 22:00,3.0
09-01-00 21:00,3.0
09-01-00 20:00,3.9
09-01-00 19:00,4.4
09-01-00 18:00,4.2
09-01-00 17:00,3.4
09-01-00 16:00,3.6
09-01-00 15:00,2.9
09-01-00 14:00,3.1
09-01-00 13:00,2.9
09-01-00 12:00,2.6
09-01-00 11:00,2.8
09-01-00 10:00,2.7
09-01-00 09:00,2.2
09-01-00 08:00,2.0
09-01-00 07:00,1.9
09-01-00 06:00,1.9
09-01-00 05:00,1.9
09-01-00 04:00,2.0
09-01-00 03:00,2.2
09-01-00 02:00,2.3
09-01-00 01:00,1.9
09-01-00 00:00,1.9
08-01-00 23:00,2.1
08-01-00 22:00,2.3
08-01-00 21:00,1.7
08-01-00 20:00,1.9
08-01-00 19:00,2.1
08-01-00 18:00,2.6
08-01-00 17:00,2.5
08-01-00 16:00,2.0
08-01-00 15:00,1.9
08-01-00 14:00,2.1
08-01-00 13:00,2.3
08-01-00 12:00,7.0
08-01-00 11:00,27.9
08-01-00 10:00,17.0
08-01-00 09:00,11.4
08-01-00 08:00,9.4
08-01-00 07:00,7.7
08-01-00 06:00,5.8
08-01-00 05:00,5.3
08-01-00 04:00,
08-01-00 03:00,
08-01-00 02:00,
08-01-00 01:00,
08-01-00 00:00,
07-01-00 23:00,9.6
07-01-00 22:00,11.4
07-01-00 21:00,9.1
07-01-00 20:00,3.6
07-01-00 19:00,11.9
07-01-00 18:00,6.2
07-01-00 17:00,6.9
07-01-00 16:00,3.9
07-01-00 15:00,2.8
07-01-00 14:00,2.9
07-01-00 13:00,4.4
07-01-00 12:00,3.7
07-01-00 11:00,3.8
07-01-00 10:00,3.9
07-01-00 09:00,3.7
07-01-00 08:00,4.0
07-01-00 07:00,2.4
07-01-00 06:00,1.6
07-01-00 05:00,1.4
07-01-00 04:00,1.3
07-01-00 03:00,1.3
07-01-00 02:00,1.3
07-01-00 01:00,1.4
07-01-00 00:00,1.2
06-01-00 23:00,1.6
06-01-00 22:00,1.6
06-01-00 21:00,2.0
06-01-00 20:00,3.8
06-01-00 19:00,4.5
06-01-00 18:00,13.5
06-01-00 17:00,11.9
06-01-00 16:00,4.0
06-01-00 15:00,2.8
06-01-00 14:00,3.0
06-01-00 13:00,3.3
06-01-00 12:00,5.1
06-01-00 11:00,9.5
06-01-00 10:00,19.5
06-01-00 09:00,30.1
06-01-00 08:00,20.0
06-01-00 07:00,9.0
06-01-00 06:00,4.9
06-01-00 05:00,4.5
06-01-00 04:00,6.0
06-01-00 03:00,7.6
06-01-00 02:00,9.4
06-01-00 01:00,14.2
06-01-00 00:00,14.9
05-01-00 23:00,14.5
05-01-00 22:00,6.6
05-01-00 21:00,6.4
05-01-00 20:00,6.7
05-01-00 19:00,11.5
05-01-00 18:00,18.6
05-01-00 17:00,9.3
05-01-00 16:00,3.4
05-01-00 15:00,2.2
05-01-00 14:00,2.0
05-01-00 13:00,1.9
05-01-00 12:00,2.1
05-01-00 11:00,2.2
05-01-00 10:00,2.1
05-01-00 09:00,1.9
05-01-00 08:00,1.7
05-01-00 07:00,1.0
05-01-00 06:00,0.9
05-01-00 05:00,0.9
05-01-00 04:00,1.0
05-01-00 03:00,1.1
05-01-00 02:00,1.1
05-01-00 01:00,1.3
05-01-00 00:00,1.3
04-01-00 23:00,1.2
04-01-00 22:00,1.3
04-01-00 21:00,1.7
04-01-00 20:00,2.5
04-01-00 19:00,3.7
04-01-00 18:00,3.4
04-01-00 17:00,3.8
04-01-00 16:00,2.5
04-01-00 15:00,2.2
04-01-00 14:00,2.3
04-01-00 13:00,2.2
04-01-00 12:00,2.2
04-01-00 11:00,1.8
04-01-00 10:00,1.7
04-01-00 09:00,
04-01-00 08:00,
04-01-00 07:00,
04-01-00 06:00,
04-01-00 05:00,
04-01-00 04:00,0.9
04-01-00 03:00,0.9
04-01-00 02:00,0.9
04-01-00 01:00,0.9
04-01-00 00:00,1.0
03-01-00 23:00,1.1
03-01-00 22:00,1.4
03-01-00 21:00,1.7
03-01-00 20:00,2.2
03-01-00 19:00,2.4
03-01-00 18:00,2.7
03-01-00 17:00,3.5
03-01-00 16:00,3.1
03-01-00 15:00,2.4
03-01-00 14:00,2.0
03-01-00 13:00,1.9
03-01-00 12:00,2.3
03-01-00 11:00,2.1
03-01-00 10:00,1.9
03-01-00 09:00,2.0
03-01-00 08:00,2.3
03-01-00 07:00,1.7
03-01-00 06:00,1.7
03-01-00 05:00,1.1
03-01-00 04:00,1.0
03-01-00 03:00,1.0
03-01-00 02:00,1.2
03-01-00 01:00,1.4
03-01-00 00:00,2.1
02-01-00 23:00,1.7
02-01-00 22:00,2.5
02-01-00 21:00,2.2
02-01-00 20:00,2.5
02-01-00 19:00,2.2
02-01-00 18:00,2.3
02-01-00 17:00,2.2
02-01-00 16:00,1.4
02-01-00 15:00,1.6
02-01-00 14:00,1.1
02-01-00 13:00,1.5
02-01-00 12:00,1.6
02-01-00 11:00,1.6
02-01-00 10:00,1.4
02-01-00 09:00,0.8
02-01-00 08:00,0.7
02-01-00 07:00,0.7
02-01-00 06:00,1.0
02-01-00 05:00,0.7
02-01-00 04:00,0.7
02-01-00 03:00,0.8
02-01-00 02:00,0.9
02-01-00 01:00,1.3
02-01-00 00:00,1.7
01-01-00 23:00,2.4
01-01-00 22:00,2.3
01-01-00 21:00,2.5
01-01-00 20:00,2.6
01-01-00 19:00,2.2
01-01-00 18:00,2.2
01-01-00 17:00,2.4
01-01-00 16:00,2.1
01-01-00 15:00,1.8
01-01-00 14:00,1.6
01-01-00 13:00,1.8
01-01-00 12:00,1.9
01-01-00 11:00,1.3
01-01-00 10:00,1.2
01-01-00 09:00,1.4
01-01-00 08:00,1.6
01-01-00 07:00,1.6
01-01-00 06:00,1.6
01-01-00 05:00,1.8
01-01-00 04:00,3.1
01-01-00 03:00,3.4
01-01-00 02:00,4.1
01-01-00 01:00,3.0

