Datum Zeit,Borna O3
,µg/m³
01-02-00 00:00,37
31-01-00 23:00,32
31-01-00 22:00,35
31-01-00 21:00,28
31-01-00 20:00,19
31-01-00 19:00,27
31-01-00 18:00,22
31-01-00 17:00,41
31-01-00 16:00,41
31-01-00 15:00,30
31-01-00 14:00,46
31-01-00 13:00,46
31-01-00 12:00,48
31-01-00 11:00,52
31-01-00 10:00,55
31-01-00 09:00,59
31-01-00 08:00,
31-01-00 07:00,59
31-01-00 06:00,59
31-01-00 05:00,63
31-01-00 04:00,66
31-01-00 03:00,63
31-01-00 02:00,53
31-01-00 01:00,39
31-01-00 00:00,37
30-01-00 23:00,34
30-01-00 22:00,21
30-01-00 21:00,13
30-01-00 20:00,25
30-01-00 19:00,33
30-01-00 18:00,39
30-01-00 17:00,53
30-01-00 16:00,63
30-01-00 15:00,66
30-01-00 14:00,69
30-01-00 13:00,68
30-01-00 12:00,65
30-01-00 11:00,64
30-01-00 10:00,61
30-01-00 09:00,62
30-01-00 08:00,
30-01-00 07:00,69
30-01-00 06:00,67
30-01-00 05:00,66
30-01-00 04:00,71
30-01-00 03:00,66
30-01-00 02:00,64
30-01-00 01:00,70
30-01-00 00:00,64
29-01-00 23:00,60
29-01-00 22:00,55
29-01-00 21:00,51
29-01-00 20:00,48
29-01-00 19:00,46
29-01-00 18:00,46
29-01-00 17:00,50
29-01-00 16:00,51
29-01-00 15:00,50
29-01-00 14:00,51
29-01-00 13:00,54
29-01-00 12:00,53
29-01-00 11:00,53
29-01-00 10:00,52
29-01-00 09:00,
29-01-00 08:00,49
29-01-00 07:00,47
29-01-00 06:00,48
29-01-00 05:00,46
29-01-00 04:00,49
29-01-00 03:00,48
29-01-00 02:00,47
29-01-00 01:00,46
29-01-00 00:00,47
28-01-00 23:00,33
28-01-00 22:00,31
28-01-00 21:00,33
28-01-00 20:00,30
28-01-00 19:00,27
28-01-00 18:00,19
28-01-00 17:00,27
28-01-00 16:00,33
28-01-00 15:00,39
28-01-00 14:00,29
28-01-00 13:00,24
28-01-00 12:00,26
28-01-00 11:00,16
28-01-00 10:00,10
28-01-00 09:00,
28-01-00 08:00,5
28-01-00 07:00,9
28-01-00 06:00,12
28-01-00 05:00,13
28-01-00 04:00,19
28-01-00 03:00,31
28-01-00 02:00,32
28-01-00 01:00,34
28-01-00 00:00,33
27-01-00 23:00,28
27-01-00 22:00,26
27-01-00 21:00,19
27-01-00 20:00,14
27-01-00 19:00,13
27-01-00 18:00,8
27-01-00 17:00,6
27-01-00 16:00,7
27-01-00 15:00,10
27-01-00 14:00,11
27-01-00 13:00,13
27-01-00 12:00,9
27-01-00 11:00,7
27-01-00 10:00,
27-01-00 09:00,5
27-01-00 08:00,5
27-01-00 07:00,6
27-01-00 06:00,4
27-01-00 05:00,6
27-01-00 04:00,6
27-01-00 03:00,4
27-01-00 02:00,3
27-01-00 01:00,4
27-01-00 00:00,4
26-01-00 23:00,6
26-01-00 22:00,6
26-01-00 21:00,7
26-01-00 20:00,9
26-01-00 19:00,11
26-01-00 18:00,12
26-01-00 17:00,10
26-01-00 16:00,13
26-01-00 15:00,14
26-01-00 14:00,15
26-01-00 13:00,16
26-01-00 12:00,14
26-01-00 11:00,12
26-01-00 10:00,
26-01-00 09:00,6
26-01-00 08:00,6
26-01-00 07:00,5
26-01-00 06:00,14
26-01-00 05:00,17
26-01-00 04:00,24
26-01-00 03:00,26
26-01-00 02:00,29
26-01-00 01:00,33
26-01-00 00:00,33
25-01-00 23:00,21
25-01-00 22:00,15
25-01-00 21:00,9
25-01-00 20:00,3
25-01-00 19:00,8
25-01-00 18:00,6
25-01-00 17:00,7
25-01-00 16:00,15
25-01-00 15:00,13
25-01-00 14:00,21
25-01-00 13:00,15
25-01-00 12:00,10
25-01-00 11:00,
25-01-00 10:00,5
25-01-00 09:00,2
25-01-00 08:00,1
25-01-00 07:00,1
25-01-00 06:00,1
25-01-00 05:00,1
25-01-00 04:00,4
25-01-00 03:00,4
25-01-00 02:00,4
25-01-00 01:00,4
25-01-00 00:00,6
24-01-00 23:00,1
24-01-00 22:00,1
24-01-00 21:00,7
24-01-00 20:00,12
24-01-00 19:00,15
24-01-00 18:00,17
24-01-00 17:00,20
24-01-00 16:00,25
24-01-00 15:00,28
24-01-00 14:00,29
24-01-00 13:00,25
24-01-00 12:00,12
24-01-00 11:00,
24-01-00 10:00,7
24-01-00 09:00,3
24-01-00 08:00,1
24-01-00 07:00,2
24-01-00 06:00,2
24-01-00 05:00,2
24-01-00 04:00,6
24-01-00 03:00,10
24-01-00 02:00,11
24-01-00 01:00,19
24-01-00 00:00,16
23-01-00 23:00,12
23-01-00 22:00,32
23-01-00 21:00,41
23-01-00 20:00,37
23-01-00 19:00,45
23-01-00 18:00,50
23-01-00 17:00,58
23-01-00 16:00,59
23-01-00 15:00,51
23-01-00 14:00,57
23-01-00 13:00,52
23-01-00 12:00,
23-01-00 11:00,58
23-01-00 10:00,57
