Datum Zeit,Freiberg SO2
,µg/m³
01-09-01 00:00,1.0
31-08-01 23:00,1.0
31-08-01 22:00,1.0
31-08-01 21:00,1.0
31-08-01 20:00,1.0
31-08-01 19:00,1.1
31-08-01 18:00,1.6
31-08-01 17:00,1.3
31-08-01 16:00,2.0
31-08-01 15:00,1.1
31-08-01 14:00,1.1
31-08-01 13:00,3.1
31-08-01 12:00,2.7
31-08-01 11:00,1.1
31-08-01 10:00,8.1
31-08-01 09:00,11.6
31-08-01 08:00,18.5
31-08-01 07:00,13.4
31-08-01 06:00,9.5
31-08-01 05:00,8.7
31-08-01 04:00,9.6
31-08-01 03:00,
31-08-01 02:00,9.3
31-08-01 01:00,9.6
31-08-01 00:00,8.1
30-08-01 23:00,5.8
30-08-01 22:00,3.8
30-08-01 21:00,4.7
30-08-01 20:00,4.9
30-08-01 19:00,6.0
30-08-01 18:00,4.9
30-08-01 17:00,5.2
30-08-01 16:00,5.5
30-08-01 15:00,6.0
30-08-01 14:00,4.2
30-08-01 13:00,2.6
30-08-01 12:00,5.8
30-08-01 11:00,3.0
30-08-01 10:00,4.6
30-08-01 09:00,6.0
30-08-01 08:00,6.7
30-08-01 07:00,4.6
30-08-01 06:00,2.5
30-08-01 05:00,1.9
30-08-01 04:00,
30-08-01 03:00,1.0
30-08-01 02:00,1.0
30-08-01 01:00,1.0
30-08-01 00:00,1.0
29-08-01 23:00,1.0
29-08-01 22:00,1.0
29-08-01 21:00,1.0
29-08-01 20:00,1.0
29-08-01 19:00,1.0
29-08-01 18:00,1.0
29-08-01 17:00,1.0
29-08-01 16:00,1.0
29-08-01 15:00,1.0
29-08-01 14:00,1.0
29-08-01 13:00,1.0
29-08-01 12:00,1.0
29-08-01 11:00,1.0
29-08-01 10:00,1.0
29-08-01 09:00,1.0
29-08-01 08:00,1.0
29-08-01 07:00,1.0
29-08-01 06:00,1.0
29-08-01 05:00,1.0
29-08-01 04:00,
29-08-01 03:00,1.0
29-08-01 02:00,1.0
29-08-01 01:00,1.0
29-08-01 00:00,1.1
28-08-01 23:00,1.1
28-08-01 22:00,1.8
28-08-01 21:00,1.0
28-08-01 20:00,1.3
28-08-01 19:00,2.1
28-08-01 18:00,1.0
28-08-01 17:00,1.0
28-08-01 16:00,1.0
28-08-01 15:00,1.0
28-08-01 14:00,1.0
28-08-01 13:00,1.0
28-08-01 12:00,1.8
28-08-01 11:00,1.0
28-08-01 10:00,2.1
28-08-01 09:00,1.3
28-08-01 08:00,2.0
28-08-01 07:00,2.4
28-08-01 06:00,2.7
28-08-01 05:00,
28-08-01 04:00,3.9
28-08-01 03:00,3.7
28-08-01 02:00,1.4
28-08-01 01:00,1.2
28-08-01 00:00,1.0
27-08-01 23:00,1.0
27-08-01 22:00,1.0
