Datum Zeit,Annaberg-Buchholz NO
,µg/m³
01-09-01 00:00,15
31-08-01 23:00,22
31-08-01 22:00,22
31-08-01 21:00,23
31-08-01 20:00,26
31-08-01 19:00,31
31-08-01 18:00,25
31-08-01 17:00,18
31-08-01 16:00,15
31-08-01 15:00,25
31-08-01 14:00,32
31-08-01 13:00,22
31-08-01 12:00,13
31-08-01 11:00,30
31-08-01 10:00,20
31-08-01 09:00,
31-08-01 08:00,78
31-08-01 07:00,76
31-08-01 06:00,79
31-08-01 05:00,33
31-08-01 04:00,6
31-08-01 03:00,2
31-08-01 02:00,2
31-08-01 01:00,2
31-08-01 00:00,3
30-08-01 23:00,12
30-08-01 22:00,65
30-08-01 21:00,121
30-08-01 20:00,34
30-08-01 19:00,53
30-08-01 18:00,42
30-08-01 17:00,32
30-08-01 16:00,34
30-08-01 15:00,40
30-08-01 14:00,42
30-08-01 13:00,39
30-08-01 12:00,39
30-08-01 11:00,41
30-08-01 10:00,
30-08-01 09:00,36
30-08-01 08:00,
30-08-01 07:00,295
30-08-01 06:00,173
30-08-01 05:00,66
30-08-01 04:00,33
30-08-01 03:00,11
30-08-01 02:00,9
30-08-01 01:00,1
30-08-01 00:00,1
29-08-01 23:00,3
29-08-01 22:00,11
29-08-01 21:00,12
29-08-01 20:00,28
29-08-01 19:00,22
29-08-01 18:00,22
29-08-01 17:00,23
29-08-01 16:00,29
29-08-01 15:00,19
29-08-01 14:00,26
29-08-01 13:00,
29-08-01 12:00,
29-08-01 11:00,
29-08-01 10:00,
29-08-01 09:00,15
29-08-01 08:00,17
29-08-01 07:00,20
29-08-01 06:00,
29-08-01 05:00,5
29-08-01 04:00,1
29-08-01 03:00,1
29-08-01 02:00,1
29-08-01 01:00,1
29-08-01 00:00,1
28-08-01 23:00,1
28-08-01 22:00,9
28-08-01 21:00,15
28-08-01 20:00,10
28-08-01 19:00,12
28-08-01 18:00,9
28-08-01 17:00,20
28-08-01 16:00,14
28-08-01 15:00,16
28-08-01 14:00,8
28-08-01 13:00,19
28-08-01 12:00,13
28-08-01 11:00,18
28-08-01 10:00,15
28-08-01 09:00,13
28-08-01 08:00,13
28-08-01 07:00,13
28-08-01 06:00,
28-08-01 05:00,8
28-08-01 04:00,8
28-08-01 03:00,3
28-08-01 02:00,1
28-08-01 01:00,4
28-08-01 00:00,3
27-08-01 23:00,7
27-08-01 22:00,4
27-08-01 21:00,22
27-08-01 20:00,11
27-08-01 19:00,10
27-08-01 18:00,7
27-08-01 17:00,8
27-08-01 16:00,8
27-08-01 15:00,16
27-08-01 14:00,7
27-08-01 13:00,12
27-08-01 12:00,18
27-08-01 11:00,16
27-08-01 10:00,19
27-08-01 09:00,57
27-08-01 08:00,122
27-08-01 07:00,
27-08-01 06:00,63
27-08-01 05:00,24
27-08-01 04:00,4
27-08-01 03:00,8
27-08-01 02:00,6
27-08-01 01:00,3
27-08-01 00:00,2
26-08-01 23:00,2
26-08-01 22:00,5
26-08-01 21:00,7
