Datum Zeit,Borna PM10
,µg/m³
31-08-01,47
30-08-01,30
29-08-01,22
28-08-01,18
27-08-01,28
26-08-01,45
25-08-01,47
24-08-01,52
23-08-01,36
22-08-01,25
21-08-01,23
20-08-01,
19-08-01,39
18-08-01,29
17-08-01,30
16-08-01,
15-08-01,42
14-08-01,37
13-08-01,28
12-08-01,23
11-08-01,12
10-08-01,22
09-08-01,
08-08-01,18
07-08-01,17
06-08-01,22
05-08-01,19
04-08-01,27
03-08-01,40
02-08-01,31
01-08-01,15

