Datum Zeit,Leipzig-Mitte PM10
,µg/m³
31-08-01,60
30-08-01,30
29-08-01,29
28-08-01,24
27-08-01,43
26-08-01,47
25-08-01,59
24-08-01,59
23-08-01,44
22-08-01,45
21-08-01,39
20-08-01,40
19-08-01,51
18-08-01,39
17-08-01,41
16-08-01,52
15-08-01,49
14-08-01,44
13-08-01,37
12-08-01,20
11-08-01,21
10-08-01,25
09-08-01,25
08-08-01,21
07-08-01,20
06-08-01,22
05-08-01,17
04-08-01,39
03-08-01,42
02-08-01,28
01-08-01,27

