Datum Zeit,Chemnitz-Mitte PM10
,µg/m³
31-08-01,44
30-08-01,
29-08-01,
28-08-01,18
27-08-01,
26-08-01,
25-08-01,
24-08-01,
23-08-01,39
22-08-01,36
21-08-01,
20-08-01,
19-08-01,32
18-08-01,33
17-08-01,36
16-08-01,43
15-08-01,42
14-08-01,41
13-08-01,27
12-08-01,15
11-08-01,14
10-08-01,14
09-08-01,15
08-08-01,13
07-08-01,13
06-08-01,14
05-08-01,13
04-08-01,23
03-08-01,37
02-08-01,27
01-08-01,18

