Datum Zeit,Klingenthal NO
,µg/m³
01-09-01 00:00,5
31-08-01 23:00,1
31-08-01 22:00,1
31-08-01 21:00,
31-08-01 20:00,1
31-08-01 19:00,1
31-08-01 18:00,2
31-08-01 17:00,7
31-08-01 16:00,6
31-08-01 15:00,10
31-08-01 14:00,19
31-08-01 13:00,26
31-08-01 12:00,38
31-08-01 11:00,25
31-08-01 10:00,9
31-08-01 09:00,8
31-08-01 08:00,13
31-08-01 07:00,12
31-08-01 06:00,7
31-08-01 05:00,5
31-08-01 04:00,1
31-08-01 03:00,1
31-08-01 02:00,1
31-08-01 01:00,1
31-08-01 00:00,1
30-08-01 23:00,1
30-08-01 22:00,1
30-08-01 21:00,
30-08-01 20:00,1
30-08-01 19:00,1
30-08-01 18:00,1
30-08-01 17:00,5
30-08-01 16:00,3
30-08-01 15:00,5
30-08-01 14:00,5
30-08-01 13:00,3
30-08-01 12:00,11
30-08-01 11:00,4
30-08-01 10:00,7
30-08-01 09:00,9
30-08-01 08:00,20
30-08-01 07:00,57
30-08-01 06:00,25
30-08-01 05:00,14
30-08-01 04:00,1
30-08-01 03:00,1
30-08-01 02:00,1
30-08-01 01:00,1
30-08-01 00:00,1
29-08-01 23:00,1
29-08-01 22:00,
29-08-01 21:00,1
29-08-01 20:00,1
29-08-01 19:00,1
29-08-01 18:00,4
29-08-01 17:00,7
29-08-01 16:00,10
29-08-01 15:00,8
29-08-01 14:00,8
29-08-01 13:00,9
29-08-01 12:00,12
29-08-01 11:00,13
29-08-01 10:00,19
29-08-01 09:00,14
29-08-01 08:00,17
29-08-01 07:00,18
29-08-01 06:00,19
29-08-01 05:00,7
29-08-01 04:00,1
29-08-01 03:00,1
29-08-01 02:00,1
29-08-01 01:00,1
29-08-01 00:00,1
28-08-01 23:00,1
28-08-01 22:00,
28-08-01 21:00,1
28-08-01 20:00,8
28-08-01 19:00,6
28-08-01 18:00,11
28-08-01 17:00,12
28-08-01 16:00,10
28-08-01 15:00,14
28-08-01 14:00,10
28-08-01 13:00,14
28-08-01 12:00,7
28-08-01 11:00,13
28-08-01 10:00,12
28-08-01 09:00,13
28-08-01 08:00,25
28-08-01 07:00,53
28-08-01 06:00,45
28-08-01 05:00,14
28-08-01 04:00,1
28-08-01 03:00,3
28-08-01 02:00,1
28-08-01 01:00,1
28-08-01 00:00,1
27-08-01 23:00,
27-08-01 22:00,2
27-08-01 21:00,3
27-08-01 20:00,5
27-08-01 19:00,11
27-08-01 18:00,10
27-08-01 17:00,11
27-08-01 16:00,9
27-08-01 15:00,7
27-08-01 14:00,11
27-08-01 13:00,5
27-08-01 12:00,3
27-08-01 11:00,11
27-08-01 10:00,9
27-08-01 09:00,18
27-08-01 08:00,32
27-08-01 07:00,45
27-08-01 06:00,17
27-08-01 05:00,19
27-08-01 04:00,9
27-08-01 03:00,1
27-08-01 02:00,1
27-08-01 01:00,1
27-08-01 00:00,1
26-08-01 23:00,
26-08-01 22:00,1
26-08-01 21:00,3
26-08-01 20:00,1
26-08-01 19:00,1
26-08-01 18:00,2
26-08-01 17:00,2
26-08-01 16:00,2
26-08-01 15:00,1
26-08-01 14:00,1
26-08-01 13:00,2
26-08-01 12:00,1
26-08-01 11:00,2
26-08-01 10:00,3
26-08-01 09:00,2
26-08-01 08:00,5
26-08-01 07:00,3
26-08-01 06:00,3
26-08-01 05:00,1
26-08-01 04:00,1
26-08-01 03:00,2
26-08-01 02:00,1
26-08-01 01:00,1
26-08-01 00:00,
25-08-01 23:00,1
25-08-01 22:00,1
25-08-01 21:00,1
25-08-01 20:00,1
25-08-01 19:00,1
25-08-01 18:00,2
25-08-01 17:00,2
25-08-01 16:00,1
25-08-01 15:00,2
25-08-01 14:00,3
25-08-01 13:00,1
25-08-01 12:00,1
25-08-01 11:00,4
25-08-01 10:00,14
25-08-01 09:00,18
25-08-01 08:00,30
25-08-01 07:00,22
25-08-01 06:00,13
25-08-01 05:00,4
25-08-01 04:00,2
25-08-01 03:00,1
25-08-01 02:00,1
25-08-01 01:00,1
25-08-01 00:00,
24-08-01 23:00,1
24-08-01 22:00,1
24-08-01 21:00,1
24-08-01 20:00,1
24-08-01 19:00,1
24-08-01 18:00,1
24-08-01 17:00,1
24-08-01 16:00,4
24-08-01 15:00,7
24-08-01 14:00,4
