Datum Zeit,Borna O3
,µg/m³
01-09-01 00:00,3
31-08-01 23:00,2
31-08-01 22:00,5
31-08-01 21:00,11
31-08-01 20:00,12
31-08-01 19:00,25
31-08-01 18:00,32
31-08-01 17:00,66
31-08-01 16:00,41
31-08-01 15:00,23
31-08-01 14:00,22
31-08-01 13:00,12
31-08-01 12:00,7
31-08-01 11:00,9
31-08-01 10:00,19
31-08-01 09:00,25
31-08-01 08:00,17
31-08-01 07:00,6
31-08-01 06:00,17
31-08-01 05:00,32
31-08-01 04:00,31
31-08-01 03:00,
31-08-01 02:00,40
31-08-01 01:00,38
31-08-01 00:00,47
30-08-01 23:00,52
30-08-01 22:00,60
30-08-01 21:00,63
30-08-01 20:00,60
30-08-01 19:00,58
30-08-01 18:00,64
30-08-01 17:00,59
30-08-01 16:00,55
30-08-01 15:00,58
30-08-01 14:00,46
30-08-01 13:00,51
30-08-01 12:00,47
30-08-01 11:00,29
30-08-01 10:00,26
30-08-01 09:00,24
30-08-01 08:00,8
30-08-01 07:00,2
30-08-01 06:00,1
30-08-01 05:00,1
30-08-01 04:00,
30-08-01 03:00,17
30-08-01 02:00,22
30-08-01 01:00,15
30-08-01 00:00,23
29-08-01 23:00,9
29-08-01 22:00,9
29-08-01 21:00,8
29-08-01 20:00,38
29-08-01 19:00,51
29-08-01 18:00,47
29-08-01 17:00,67
29-08-01 16:00,69
29-08-01 15:00,65
29-08-01 14:00,61
29-08-01 13:00,61
29-08-01 12:00,56
29-08-01 11:00,50
29-08-01 10:00,44
29-08-01 09:00,39
29-08-01 08:00,37
29-08-01 07:00,20
29-08-01 06:00,30
29-08-01 05:00,40
29-08-01 04:00,
29-08-01 03:00,47
29-08-01 02:00,51
29-08-01 01:00,55
29-08-01 00:00,53
28-08-01 23:00,50
28-08-01 22:00,47
28-08-01 21:00,38
28-08-01 20:00,43
28-08-01 19:00,62
28-08-01 18:00,63
28-08-01 17:00,63
28-08-01 16:00,60
28-08-01 15:00,59
28-08-01 14:00,55
28-08-01 13:00,53
28-08-01 12:00,49
