Datum Zeit,Collmberg PM10
,µg/m³
31-10-10,38
30-10-10,23
29-10-10,19
28-10-10,16
27-10-10,13
26-10-10,6
25-10-10,9
24-10-10,6
23-10-10,24
22-10-10,14
21-10-10,8
20-10-10,2
19-10-10,20
18-10-10,20
17-10-10,25
16-10-10,6
15-10-10,8
14-10-10,20
13-10-10,21
12-10-10,19
11-10-10,30
10-10-10,30
09-10-10,22
08-10-10,15
07-10-10,18
06-10-10,19
05-10-10,20
04-10-10,20
03-10-10,25
02-10-10,27
01-10-10,18

