Datum Zeit,Leipzig-West PM10
,µg/m³
31-10-10,46
30-10-10,30
29-10-10,24
28-10-10,20
27-10-10,17
26-10-10,14
25-10-10,10
24-10-10,7
23-10-10,26
22-10-10,14
21-10-10,9
20-10-10,9
19-10-10,20
18-10-10,25
17-10-10,27
16-10-10,10
15-10-10,11
14-10-10,28
13-10-10,31
12-10-10,40
11-10-10,31
10-10-10,32
09-10-10,21
08-10-10,22
07-10-10,20
06-10-10,19
05-10-10,22
04-10-10,22
03-10-10,16
02-10-10,23
01-10-10,18

