Datum Zeit,Dresden-Winckelmannstr. PM10
,µg/m³
31-10-10,33
30-10-10,36
29-10-10,32
28-10-10,25
27-10-10,19
26-10-10,16
25-10-10,12
24-10-10,5
23-10-10,28
22-10-10,10
21-10-10,7
20-10-10,8
19-10-10,24
18-10-10,29
17-10-10,22
16-10-10,17
15-10-10,14
14-10-10,30
13-10-10,32
12-10-10,47
11-10-10,32
10-10-10,30
09-10-10,26
08-10-10,16
07-10-10,16
06-10-10,11
05-10-10,17
04-10-10,21
03-10-10,20
02-10-10,22
01-10-10,17

