Datum Zeit,Plauen-Sued NO
,µg/m³
01-11-10 00:00,1
31-10-10 23:00,5
31-10-10 22:00,4
31-10-10 21:00,2
31-10-10 20:00,1
31-10-10 19:00,2
31-10-10 18:00,2
31-10-10 17:00,11
31-10-10 16:00,8
31-10-10 15:00,14
31-10-10 14:00,9
31-10-10 13:00,9
31-10-10 12:00,14
31-10-10 11:00,10
31-10-10 10:00,3
31-10-10 09:00,5
31-10-10 08:00,1
31-10-10 07:00,2
31-10-10 06:00,2
31-10-10 05:00,1
31-10-10 04:00,1
31-10-10 03:00,2
31-10-10 02:00,2
31-10-10 01:00,2
31-10-10 00:00,1
30-10-10 23:00,2
30-10-10 22:00,1
30-10-10 21:00,3
30-10-10 20:00,2
30-10-10 19:00,9
30-10-10 18:00,13
30-10-10 17:00,19
30-10-10 16:00,17
30-10-10 15:00,11
30-10-10 14:00,17
30-10-10 13:00,21
30-10-10 12:00,27
30-10-10 11:00,30
30-10-10 10:00,26
30-10-10 09:00,34
30-10-10 08:00,15
30-10-10 07:00,8
30-10-10 06:00,5
30-10-10 05:00,11
30-10-10 04:00,1
30-10-10 03:00,4
30-10-10 02:00,2
30-10-10 01:00,4
30-10-10 00:00,2
29-10-10 23:00,5
29-10-10 22:00,4
29-10-10 21:00,8
29-10-10 20:00,9
29-10-10 19:00,63
29-10-10 18:00,180
29-10-10 17:00,57
29-10-10 16:00,44
29-10-10 15:00,58
29-10-10 14:00,52
29-10-10 13:00,61
29-10-10 12:00,51
29-10-10 11:00,60
29-10-10 10:00,47
29-10-10 09:00,64
29-10-10 08:00,146
29-10-10 07:00,133
29-10-10 06:00,65
29-10-10 05:00,20
29-10-10 04:00,39
29-10-10 03:00,33
29-10-10 02:00,25
29-10-10 01:00,6
29-10-10 00:00,4
28-10-10 23:00,13
28-10-10 22:00,23
28-10-10 21:00,44
28-10-10 20:00,66
28-10-10 19:00,94
28-10-10 18:00,92
28-10-10 17:00,42
28-10-10 16:00,60
28-10-10 15:00,25
28-10-10 14:00,28
28-10-10 13:00,35
28-10-10 12:00,43
28-10-10 11:00,43
28-10-10 10:00,44
28-10-10 09:00,63
28-10-10 08:00,55
28-10-10 07:00,91
28-10-10 06:00,57
28-10-10 05:00,25
28-10-10 04:00,18
28-10-10 03:00,2
28-10-10 02:00,4
28-10-10 01:00,2
28-10-10 00:00,2
27-10-10 23:00,3
27-10-10 22:00,6
27-10-10 21:00,7
27-10-10 20:00,15
27-10-10 19:00,16
27-10-10 18:00,38
27-10-10 17:00,51
27-10-10 16:00,43
27-10-10 15:00,40
27-10-10 14:00,36
27-10-10 13:00,35
27-10-10 12:00,47
27-10-10 11:00,66
27-10-10 10:00,68
27-10-10 09:00,40
27-10-10 08:00,39
27-10-10 07:00,56
27-10-10 06:00,121
27-10-10 05:00,157
27-10-10 04:00,110
27-10-10 03:00,46
27-10-10 02:00,8
27-10-10 01:00,4
27-10-10 00:00,8
26-10-10 23:00,30
26-10-10 22:00,33
26-10-10 21:00,46
26-10-10 20:00,71
26-10-10 19:00,104
26-10-10 18:00,117
26-10-10 17:00,95
26-10-10 16:00,16
26-10-10 15:00,17
26-10-10 14:00,14
26-10-10 13:00,17
26-10-10 12:00,8
26-10-10 11:00,9
26-10-10 10:00,34
26-10-10 09:00,131
26-10-10 08:00,171
26-10-10 07:00,149
26-10-10 06:00,144
26-10-10 05:00,106
26-10-10 04:00,73
26-10-10 03:00,43
26-10-10 02:00,15
26-10-10 01:00,6
26-10-10 00:00,8
25-10-10 23:00,9
25-10-10 22:00,23
25-10-10 21:00,46
