Datum Zeit,Zinnwald NO2
,µg/m³
01-11-10 00:00,17
31-10-10 23:00,21
31-10-10 22:00,30
31-10-10 21:00,17
31-10-10 20:00,15
31-10-10 19:00,19
31-10-10 18:00,16
31-10-10 17:00,14
31-10-10 16:00,11
31-10-10 15:00,13
31-10-10 14:00,17
31-10-10 13:00,16
31-10-10 12:00,18
31-10-10 11:00,18
31-10-10 10:00,11
31-10-10 09:00,12
31-10-10 08:00,11
31-10-10 07:00,14
31-10-10 06:00,13
31-10-10 05:00,13
31-10-10 04:00,17
31-10-10 03:00,16
31-10-10 02:00,18
31-10-10 01:00,15
31-10-10 00:00,14
30-10-10 23:00,14
30-10-10 22:00,15
30-10-10 21:00,16
30-10-10 20:00,46
30-10-10 19:00,34
30-10-10 18:00,25
30-10-10 17:00,34
30-10-10 16:00,22
30-10-10 15:00,15
30-10-10 14:00,19
30-10-10 13:00,30
30-10-10 12:00,21
30-10-10 11:00,11
30-10-10 10:00,14
30-10-10 09:00,15
30-10-10 08:00,13
30-10-10 07:00,16
30-10-10 06:00,15
30-10-10 05:00,14
30-10-10 04:00,17
30-10-10 03:00,19
30-10-10 02:00,20
30-10-10 01:00,21
30-10-10 00:00,23
29-10-10 23:00,22
29-10-10 22:00,21
29-10-10 21:00,24
29-10-10 20:00,27
29-10-10 19:00,29
29-10-10 18:00,40
29-10-10 17:00,48
29-10-10 16:00,42
29-10-10 15:00,39
29-10-10 14:00,25
29-10-10 13:00,24
29-10-10 12:00,20
29-10-10 11:00,26
29-10-10 10:00,30
29-10-10 09:00,30
29-10-10 08:00,42
29-10-10 07:00,24
29-10-10 06:00,7
29-10-10 05:00,7
29-10-10 04:00,10
29-10-10 03:00,10
29-10-10 02:00,12
29-10-10 01:00,13
29-10-10 00:00,13
28-10-10 23:00,12
28-10-10 22:00,12
28-10-10 21:00,11
28-10-10 20:00,10
28-10-10 19:00,19
28-10-10 18:00,12
28-10-10 17:00,16
28-10-10 16:00,33
28-10-10 15:00,30
28-10-10 14:00,24
28-10-10 13:00,24
28-10-10 12:00,24
28-10-10 11:00,22
28-10-10 10:00,17
28-10-10 09:00,22
28-10-10 08:00,25
28-10-10 07:00,17
28-10-10 06:00,14
28-10-10 05:00,8
28-10-10 04:00,37
28-10-10 03:00,26
28-10-10 02:00,47
28-10-10 01:00,39
28-10-10 00:00,38
27-10-10 23:00,30
27-10-10 22:00,30
27-10-10 21:00,29
27-10-10 20:00,34
27-10-10 19:00,41
27-10-10 18:00,49
27-10-10 17:00,47
27-10-10 16:00,40
27-10-10 15:00,30
27-10-10 14:00,27
27-10-10 13:00,20
27-10-10 12:00,27
27-10-10 11:00,22
27-10-10 10:00,19
27-10-10 09:00,15
27-10-10 08:00,13
27-10-10 07:00,16
27-10-10 06:00,7
27-10-10 05:00,6
27-10-10 04:00,7
27-10-10 03:00,7
27-10-10 02:00,7
27-10-10 01:00,8
27-10-10 00:00,10
26-10-10 23:00,11
26-10-10 22:00,11
26-10-10 21:00,10
26-10-10 20:00,12
26-10-10 19:00,13
26-10-10 18:00,10
26-10-10 17:00,8
26-10-10 16:00,7
26-10-10 15:00,7
26-10-10 14:00,7
26-10-10 13:00,6
26-10-10 12:00,6
26-10-10 11:00,7
26-10-10 10:00,7
26-10-10 09:00,6
26-10-10 08:00,6
26-10-10 07:00,7
26-10-10 06:00,7
26-10-10 05:00,6
26-10-10 04:00,6
26-10-10 03:00,7
26-10-10 02:00,7
26-10-10 01:00,9
26-10-10 00:00,10
25-10-10 23:00,11
25-10-10 22:00,11
25-10-10 21:00,12
25-10-10 20:00,12
25-10-10 19:00,12
25-10-10 18:00,12
25-10-10 17:00,10
25-10-10 16:00,9
25-10-10 15:00,8
25-10-10 14:00,8
25-10-10 13:00,8
25-10-10 12:00,7
25-10-10 11:00,8
25-10-10 10:00,7
25-10-10 09:00,8
25-10-10 08:00,8
25-10-10 07:00,7
25-10-10 06:00,6
25-10-10 05:00,6
25-10-10 04:00,6
25-10-10 03:00,6
25-10-10 02:00,6
25-10-10 01:00,6
25-10-10 00:00,6
24-10-10 23:00,6
24-10-10 22:00,6
24-10-10 21:00,6
24-10-10 20:00,6
24-10-10 19:00,5
24-10-10 18:00,5
24-10-10 17:00,4
24-10-10 16:00,4
24-10-10 15:00,4
24-10-10 14:00,4
24-10-10 13:00,4
24-10-10 12:00,4
24-10-10 11:00,4
24-10-10 10:00,5
24-10-10 09:00,4
24-10-10 08:00,4
24-10-10 07:00,4
24-10-10 06:00,5
24-10-10 05:00,7
24-10-10 04:00,10
24-10-10 03:00,14
24-10-10 02:00,16
24-10-10 01:00,16
24-10-10 00:00,22
23-10-10 23:00,23
23-10-10 22:00,30
23-10-10 21:00,18
23-10-10 20:00,22
23-10-10 19:00,28
23-10-10 18:00,25
23-10-10 17:00,27
23-10-10 16:00,25
23-10-10 15:00,25
23-10-10 14:00,17
23-10-10 13:00,20
23-10-10 12:00,18
23-10-10 11:00,14
23-10-10 10:00,17
23-10-10 09:00,22
23-10-10 08:00,32
23-10-10 07:00,26
23-10-10 06:00,12
23-10-10 05:00,17
23-10-10 04:00,3
23-10-10 03:00,4
23-10-10 02:00,3
23-10-10 01:00,3
23-10-10 00:00,5
22-10-10 23:00,5
22-10-10 22:00,5
22-10-10 21:00,6
22-10-10 20:00,6
22-10-10 19:00,8
22-10-10 18:00,12
22-10-10 17:00,20
22-10-10 16:00,15
22-10-10 15:00,5
22-10-10 14:00,4
22-10-10 13:00,4
22-10-10 12:00,5
22-10-10 11:00,5
22-10-10 10:00,5
22-10-10 09:00,5
22-10-10 08:00,4
22-10-10 07:00,4
22-10-10 06:00,4
22-10-10 05:00,4
22-10-10 04:00,4
22-10-10 03:00,3
22-10-10 02:00,3
22-10-10 01:00,4
22-10-10 00:00,4
21-10-10 23:00,6
21-10-10 22:00,8
21-10-10 21:00,8
21-10-10 20:00,8
21-10-10 19:00,8
21-10-10 18:00,8
21-10-10 17:00,8
21-10-10 16:00,7
21-10-10 15:00,6
21-10-10 14:00,5
21-10-10 13:00,5
21-10-10 12:00,5
21-10-10 11:00,6
21-10-10 10:00,6
21-10-10 09:00,6
21-10-10 08:00,7
21-10-10 07:00,5
21-10-10 06:00,4
21-10-10 05:00,4
21-10-10 04:00,4
21-10-10 03:00,5
21-10-10 02:00,4
21-10-10 01:00,4
21-10-10 00:00,5
20-10-10 23:00,6
20-10-10 22:00,6
20-10-10 21:00,8
20-10-10 20:00,8
20-10-10 19:00,7
20-10-10 18:00,7
20-10-10 17:00,8
20-10-10 16:00,9
20-10-10 15:00,7
20-10-10 14:00,9
20-10-10 13:00,8
20-10-10 12:00,8
20-10-10 11:00,8
20-10-10 10:00,7
20-10-10 09:00,8
20-10-10 08:00,8
20-10-10 07:00,8
20-10-10 06:00,8
20-10-10 05:00,8
20-10-10 04:00,8
20-10-10 03:00,9
20-10-10 02:00,9
20-10-10 01:00,9
20-10-10 00:00,10
19-10-10 23:00,11
19-10-10 22:00,13
19-10-10 21:00,12
19-10-10 20:00,12
19-10-10 19:00,17
19-10-10 18:00,18
19-10-10 17:00,18
19-10-10 16:00,24
19-10-10 15:00,25
19-10-10 14:00,23
19-10-10 13:00,25
19-10-10 12:00,27
19-10-10 11:00,24
19-10-10 10:00,16
19-10-10 09:00,20
19-10-10 08:00,24
19-10-10 07:00,35
19-10-10 06:00,22
19-10-10 05:00,11
19-10-10 04:00,5
19-10-10 03:00,6
19-10-10 02:00,7
19-10-10 01:00,11
19-10-10 00:00,47
18-10-10 23:00,13
18-10-10 22:00,10
18-10-10 21:00,14
18-10-10 20:00,19
18-10-10 19:00,21
18-10-10 18:00,23
18-10-10 17:00,24
18-10-10 16:00,19
18-10-10 15:00,13
18-10-10 14:00,8
18-10-10 13:00,8
18-10-10 12:00,7
18-10-10 11:00,6
18-10-10 10:00,6
18-10-10 09:00,6
18-10-10 08:00,8
18-10-10 07:00,8
18-10-10 06:00,9
18-10-10 05:00,14
18-10-10 04:00,17
18-10-10 03:00,8
18-10-10 02:00,8
18-10-10 01:00,8
18-10-10 00:00,10
17-10-10 23:00,7
17-10-10 22:00,6
17-10-10 21:00,7
17-10-10 20:00,7
17-10-10 19:00,6
17-10-10 18:00,7
17-10-10 17:00,7
17-10-10 16:00,6
17-10-10 15:00,6
17-10-10 14:00,7
17-10-10 13:00,7
17-10-10 12:00,6
17-10-10 11:00,7
17-10-10 10:00,9
17-10-10 09:00,11
17-10-10 08:00,13
17-10-10 07:00,11
17-10-10 06:00,9
17-10-10 05:00,10
17-10-10 04:00,10
17-10-10 03:00,6
17-10-10 02:00,6
17-10-10 01:00,5
17-10-10 00:00,6
16-10-10 23:00,9
16-10-10 22:00,10
16-10-10 21:00,12
16-10-10 20:00,10
16-10-10 19:00,12
16-10-10 18:00,17
16-10-10 17:00,12
16-10-10 16:00,12
16-10-10 15:00,13
16-10-10 14:00,22
16-10-10 13:00,18
16-10-10 12:00,17
16-10-10 11:00,11
16-10-10 10:00,17
16-10-10 09:00,8
16-10-10 08:00,5
16-10-10 07:00,5
16-10-10 06:00,5
16-10-10 05:00,5
16-10-10 04:00,6
16-10-10 03:00,4
16-10-10 02:00,5
16-10-10 01:00,5
16-10-10 00:00,6
15-10-10 23:00,7
15-10-10 22:00,9
15-10-10 21:00,9
15-10-10 20:00,11
15-10-10 19:00,11
15-10-10 18:00,10
15-10-10 17:00,11
15-10-10 16:00,9
15-10-10 15:00,8
15-10-10 14:00,8
15-10-10 13:00,6
15-10-10 12:00,6
15-10-10 11:00,11
15-10-10 10:00,11
15-10-10 09:00,12
15-10-10 08:00,15
15-10-10 07:00,6
15-10-10 06:00,8
15-10-10 05:00,9
15-10-10 04:00,10
15-10-10 03:00,11
15-10-10 02:00,11
15-10-10 01:00,9
15-10-10 00:00,10
14-10-10 23:00,11
14-10-10 22:00,11
14-10-10 21:00,12
14-10-10 20:00,12
14-10-10 19:00,15
14-10-10 18:00,15
14-10-10 17:00,11
14-10-10 16:00,13
14-10-10 15:00,16
14-10-10 14:00,14
14-10-10 13:00,9
14-10-10 12:00,7
14-10-10 11:00,10
14-10-10 10:00,13
14-10-10 09:00,17
14-10-10 08:00,16
14-10-10 07:00,19
14-10-10 06:00,32
14-10-10 05:00,14
14-10-10 04:00,10
14-10-10 03:00,8
14-10-10 02:00,11
14-10-10 01:00,14
14-10-10 00:00,12
13-10-10 23:00,8
13-10-10 22:00,7
13-10-10 21:00,10
13-10-10 20:00,20
13-10-10 19:00,21
13-10-10 18:00,19
13-10-10 17:00,16
13-10-10 16:00,12
13-10-10 15:00,10
13-10-10 14:00,11
13-10-10 13:00,14
13-10-10 12:00,13
13-10-10 11:00,12
13-10-10 10:00,11
13-10-10 09:00,11
13-10-10 08:00,15
13-10-10 07:00,12
13-10-10 06:00,8
13-10-10 05:00,7
13-10-10 04:00,9
13-10-10 03:00,6
13-10-10 02:00,7
13-10-10 01:00,16
13-10-10 00:00,15
12-10-10 23:00,11
12-10-10 22:00,10
12-10-10 21:00,8
12-10-10 20:00,8
12-10-10 19:00,12
12-10-10 18:00,17
12-10-10 17:00,16
12-10-10 16:00,18
12-10-10 15:00,18
12-10-10 14:00,16
12-10-10 13:00,15
12-10-10 12:00,18
12-10-10 11:00,14
12-10-10 10:00,13
12-10-10 09:00,18
12-10-10 08:00,13
12-10-10 07:00,9
12-10-10 06:00,8
12-10-10 05:00,8
12-10-10 04:00,12
