Datum Zeit,Radebeul-Wahnsdorf PM10
,µg/m³
31-10-10,37
30-10-10,37
29-10-10,25
28-10-10,19
27-10-10,17
26-10-10,9
25-10-10,12
24-10-10,6
23-10-10,23
22-10-10,11
21-10-10,8
20-10-10,4
19-10-10,22
18-10-10,25
17-10-10,23
16-10-10,15
15-10-10,16
14-10-10,31
13-10-10,31
12-10-10,39
11-10-10,31
10-10-10,27
09-10-10,25
08-10-10,16
07-10-10,15
06-10-10,11
05-10-10,18
04-10-10,21
03-10-10,22
02-10-10,20
01-10-10,16

