Datum Zeit,Niesky PM10
,µg/m³
31-10-10,26
30-10-10,30
29-10-10,24
28-10-10,22
27-10-10,18
26-10-10,8
25-10-10,11
24-10-10,8
23-10-10,24
22-10-10,11
21-10-10,7
20-10-10,7
19-10-10,27
18-10-10,24
17-10-10,19
16-10-10,20
15-10-10,9
14-10-10,31
13-10-10,27
12-10-10,35
11-10-10,30
10-10-10,34
09-10-10,42
08-10-10,42
07-10-10,25
06-10-10,8
05-10-10,14
04-10-10,19
03-10-10,20
02-10-10,20
01-10-10,17

