Datum Zeit,Chemnitz-Leipziger Str. PM2.5
,µg/m³
31-10-10,29.28
30-10-10,26.46
29-10-10,21.39
28-10-10,16.68
27-10-10,15.90
26-10-10,12.41
25-10-10,12.16
24-10-10,4.18
23-10-10,20.05
22-10-10,14.98
21-10-10,9.54
20-10-10,8.42
19-10-10,27.26
18-10-10,30.08
17-10-10,18.63
16-10-10,9.01
15-10-10,11.96
14-10-10,29.90
13-10-10,25.44
12-10-10,27.03
11-10-10,24.95
10-10-10,22.15
09-10-10,15.07
08-10-10,14.43
07-10-10,12.59
06-10-10,12.76
05-10-10,17.35
04-10-10,19.48
03-10-10,16.47
02-10-10,23.01
01-10-10,21.68

