Datum Zeit,Dresden-Winckelmannstr. PM2.5
,µg/m³
31-10-10,29.95
30-10-10,32.17
29-10-10,26.46
28-10-10,19.17
27-10-10,14.47
26-10-10,9.47
25-10-10,6.33
24-10-10,4.03
23-10-10,22.76
22-10-10,7.17
21-10-10,5.00
20-10-10,5.65
19-10-10,20.76
18-10-10,23.53
17-10-10,17.82
16-10-10,13.36
15-10-10,9.69
14-10-10,25.26
13-10-10,24.70
12-10-10,35.10
11-10-10,25.81
10-10-10,26.33
09-10-10,22.18
08-10-10,14.20
07-10-10,12.99
06-10-10,9.01
05-10-10,14.93
04-10-10,17.31
03-10-10,18.63
02-10-10,19.24
01-10-10,13.49

