Datum Zeit,Leipzig-Luetzner Straße PM10
,µg/m³
31-10-10,60
30-10-10,32
29-10-10,35
28-10-10,27
27-10-10,26
26-10-10,28
25-10-10,24
24-10-10,11
23-10-10,34
22-10-10,26
21-10-10,16
20-10-10,15
19-10-10,28
18-10-10,40
17-10-10,38
16-10-10,16
15-10-10,24
14-10-10,43
13-10-10,50
12-10-10,55
11-10-10,48
10-10-10,44
09-10-10,31
08-10-10,37
07-10-10,28
06-10-10,28
05-10-10,35
04-10-10,34
03-10-10,23
02-10-10,32
01-10-10,35

