Datum Zeit,Leipzig-West PM2.5
,µg/m³
31-10-10,38.01
30-10-10,24.10
29-10-10,17.16
28-10-10,11.81
27-10-10,10.21
26-10-10,6.82
25-10-10,5.38
24-10-10,3.63
23-10-10,19.18
22-10-10,10.07
21-10-10,5.31
20-10-10,4.91
19-10-10,16.79
18-10-10,18.90
17-10-10,20.19
16-10-10,6.45
15-10-10,6.31
14-10-10,17.50
13-10-10,21.22
12-10-10,29.18
11-10-10,22.08
10-10-10,24.78
09-10-10,14.98
08-10-10,14.19
07-10-10,13.10
06-10-10,13.04
05-10-10,15.81
04-10-10,15.79
03-10-10,11.26
02-10-10,15.29
01-10-10,11.93

