Datum Zeit,Goerlitz BEN
,µg/m³
01-11-10 00:00,1.0
31-10-10 23:00,1.5
31-10-10 22:00,2.0
31-10-10 21:00,1.7
31-10-10 20:00,2.2
31-10-10 19:00,2.2
31-10-10 18:00,2.9
31-10-10 17:00,
31-10-10 16:00,
31-10-10 15:00,
31-10-10 14:00,
31-10-10 13:00,
31-10-10 12:00,2.3
31-10-10 11:00,2.5
31-10-10 10:00,3.5
31-10-10 09:00,2.8
31-10-10 08:00,2.1
31-10-10 07:00,1.9
31-10-10 06:00,2.3
31-10-10 05:00,2.2
31-10-10 04:00,2.4
31-10-10 03:00,2.7
31-10-10 02:00,2.5
31-10-10 01:00,2.2
31-10-10 00:00,2.4
30-10-10 23:00,2.4
30-10-10 22:00,2.7
30-10-10 21:00,2.8
30-10-10 20:00,2.7
30-10-10 19:00,2.7
30-10-10 18:00,3.2
30-10-10 17:00,2.8
30-10-10 16:00,2.5
30-10-10 15:00,2.5
30-10-10 14:00,2.5
30-10-10 13:00,2.9
30-10-10 12:00,2.3
30-10-10 11:00,2.5
30-10-10 10:00,2.4
30-10-10 09:00,2.0
30-10-10 08:00,1.5
30-10-10 07:00,1.3
30-10-10 06:00,1.4
30-10-10 05:00,1.3
30-10-10 04:00,1.2
30-10-10 03:00,1.3
30-10-10 02:00,1.6
30-10-10 01:00,1.8
30-10-10 00:00,2.0
29-10-10 23:00,2.2
29-10-10 22:00,2.5
29-10-10 21:00,3.1
29-10-10 20:00,5.7
29-10-10 19:00,5.6
29-10-10 18:00,4.3
29-10-10 17:00,3.9
29-10-10 16:00,3.1
29-10-10 15:00,3.8
29-10-10 14:00,3.9
29-10-10 13:00,3.3
29-10-10 12:00,3.2
29-10-10 11:00,3.2
29-10-10 10:00,3.5
29-10-10 09:00,3.5
29-10-10 08:00,4.4
29-10-10 07:00,4.0
29-10-10 06:00,4.4
29-10-10 05:00,2.5
29-10-10 04:00,1.6
29-10-10 03:00,1.5
29-10-10 02:00,1.6
29-10-10 01:00,1.7
29-10-10 00:00,1.6
28-10-10 23:00,2.1
28-10-10 22:00,2.6
28-10-10 21:00,2.6
28-10-10 20:00,2.4
28-10-10 19:00,3.0
28-10-10 18:00,3.9
28-10-10 17:00,4.1
28-10-10 16:00,3.6
28-10-10 15:00,3.7
28-10-10 14:00,2.5
28-10-10 13:00,2.3
28-10-10 12:00,2.1
28-10-10 11:00,2.0
28-10-10 10:00,2.7
28-10-10 09:00,2.4
28-10-10 08:00,2.6
28-10-10 07:00,2.5
28-10-10 06:00,2.4
28-10-10 05:00,1.3
28-10-10 04:00,1.2
28-10-10 03:00,1.2
28-10-10 02:00,1.2
28-10-10 01:00,
28-10-10 00:00,
27-10-10 23:00,
27-10-10 22:00,2.2
27-10-10 21:00,1.9
27-10-10 20:00,2.1
27-10-10 19:00,2.5
27-10-10 18:00,2.5
27-10-10 17:00,2.7
27-10-10 16:00,4.0
