Datum Zeit,Leipzig-Mitte NO
,µg/m³
01-11-10 00:00,85
31-10-10 23:00,116
31-10-10 22:00,147
31-10-10 21:00,121
31-10-10 20:00,115
31-10-10 19:00,73
31-10-10 18:00,111
31-10-10 17:00,83
31-10-10 16:00,98
31-10-10 15:00,63
31-10-10 14:00,62
31-10-10 13:00,75
31-10-10 12:00,74
31-10-10 11:00,54
31-10-10 10:00,55
31-10-10 09:00,29
31-10-10 08:00,32
31-10-10 07:00,20
31-10-10 06:00,25
31-10-10 05:00,48
31-10-10 04:00,80
31-10-10 03:00,69
31-10-10 02:00,67
31-10-10 01:00,74
31-10-10 00:00,69
30-10-10 23:00,50
30-10-10 22:00,25
30-10-10 21:00,34
30-10-10 20:00,80
30-10-10 19:00,58
30-10-10 18:00,88
30-10-10 17:00,128
30-10-10 16:00,92
30-10-10 15:00,69
30-10-10 14:00,55
30-10-10 13:00,59
30-10-10 12:00,49
30-10-10 11:00,42
30-10-10 10:00,59
30-10-10 09:00,73
30-10-10 08:00,93
30-10-10 07:00,88
30-10-10 06:00,77
30-10-10 05:00,68
30-10-10 04:00,50
30-10-10 03:00,50
30-10-10 02:00,43
30-10-10 01:00,57
30-10-10 00:00,44
29-10-10 23:00,58
29-10-10 22:00,72
29-10-10 21:00,126
29-10-10 20:00,185
29-10-10 19:00,220
29-10-10 18:00,219
29-10-10 17:00,189
29-10-10 16:00,139
29-10-10 15:00,85
29-10-10 14:00,70
29-10-10 13:00,84
29-10-10 12:00,131
29-10-10 11:00,115
29-10-10 10:00,146
29-10-10 09:00,148
29-10-10 08:00,208
29-10-10 07:00,178
29-10-10 06:00,75
29-10-10 05:00,26
29-10-10 04:00,5
29-10-10 03:00,11
29-10-10 02:00,13
29-10-10 01:00,23
29-10-10 00:00,20
28-10-10 23:00,44
28-10-10 22:00,54
28-10-10 21:00,66
28-10-10 20:00,55
28-10-10 19:00,81
28-10-10 18:00,97
28-10-10 17:00,125
28-10-10 16:00,124
28-10-10 15:00,152
28-10-10 14:00,135
28-10-10 13:00,80
28-10-10 12:00,125
28-10-10 11:00,118
