Datum Zeit,Glauchau PM10
,µg/m³
31-10-10,45
30-10-10,28
29-10-10,25
28-10-10,24
27-10-10,23
26-10-10,19
25-10-10,24
24-10-10,6
23-10-10,24
22-10-10,32
21-10-10,12
20-10-10,8
19-10-10,22
18-10-10,32
17-10-10,24
16-10-10,8
15-10-10,12
14-10-10,34
13-10-10,36
12-10-10,30
11-10-10,35
10-10-10,26
09-10-10,19
08-10-10,16
07-10-10,14
06-10-10,16
05-10-10,25
04-10-10,20
03-10-10,10
02-10-10,17
01-10-10,21

