Datum Zeit,Fichtelberg SO2
,µg/m³
01-11-10 00:00,16.4
31-10-10 23:00,8.6
31-10-10 22:00,2.6
31-10-10 21:00,1.1
31-10-10 20:00,1.0
31-10-10 19:00,1.0
31-10-10 18:00,1.0
31-10-10 17:00,1.0
31-10-10 16:00,1.1
31-10-10 15:00,1.4
31-10-10 14:00,1.3
31-10-10 13:00,1.1
31-10-10 12:00,1.0
31-10-10 11:00,1.0
31-10-10 10:00,2.5
31-10-10 09:00,3.7
31-10-10 08:00,3.9
31-10-10 07:00,2.9
31-10-10 06:00,2.1
31-10-10 05:00,1.8
31-10-10 04:00,1.2
31-10-10 03:00,1.2
31-10-10 02:00,2.0
31-10-10 01:00,9.9
31-10-10 00:00,2.7
30-10-10 23:00,1.3
30-10-10 22:00,1.3
30-10-10 21:00,1.0
30-10-10 20:00,1.0
30-10-10 19:00,1.0
30-10-10 18:00,1.0
30-10-10 17:00,1.1
30-10-10 16:00,1.6
30-10-10 15:00,1.6
30-10-10 14:00,2.3
30-10-10 13:00,2.4
30-10-10 12:00,1.2
30-10-10 11:00,1.0
30-10-10 10:00,1.0
30-10-10 09:00,1.0
30-10-10 08:00,1.0
30-10-10 07:00,1.0
30-10-10 06:00,1.0
30-10-10 05:00,1.0
30-10-10 04:00,1.0
30-10-10 03:00,1.0
30-10-10 02:00,1.0
30-10-10 01:00,1.0
30-10-10 00:00,1.0
29-10-10 23:00,1.0
29-10-10 22:00,2.9
29-10-10 21:00,6.1
29-10-10 20:00,2.9
29-10-10 19:00,3.3
29-10-10 18:00,1.3
29-10-10 17:00,1.4
29-10-10 16:00,3.7
29-10-10 15:00,3.6
29-10-10 14:00,2.8
29-10-10 13:00,1.5
29-10-10 12:00,1.5
29-10-10 11:00,2.1
29-10-10 10:00,2.6
29-10-10 09:00,3.1
29-10-10 08:00,1.2
29-10-10 07:00,1.1
29-10-10 06:00,1.0
29-10-10 05:00,1.0
29-10-10 04:00,1.0
29-10-10 03:00,1.0
29-10-10 02:00,1.1
29-10-10 01:00,1.3
29-10-10 00:00,1.6
28-10-10 23:00,1.5
28-10-10 22:00,1.4
28-10-10 21:00,1.2
28-10-10 20:00,1.2
28-10-10 19:00,1.2
28-10-10 18:00,1.0
28-10-10 17:00,1.5
28-10-10 16:00,1.5
28-10-10 15:00,1.3
28-10-10 14:00,1.1
28-10-10 13:00,1.0
28-10-10 12:00,1.0
28-10-10 11:00,1.0
28-10-10 10:00,1.0
28-10-10 09:00,1.0
28-10-10 08:00,1.0
28-10-10 07:00,1.0
28-10-10 06:00,1.0
28-10-10 05:00,1.0
28-10-10 04:00,1.0
28-10-10 03:00,1.0
28-10-10 02:00,1.0
28-10-10 01:00,2.0
28-10-10 00:00,2.9
27-10-10 23:00,1.7
27-10-10 22:00,1.5
27-10-10 21:00,1.5
27-10-10 20:00,2.0
27-10-10 19:00,7.5
27-10-10 18:00,18.8
27-10-10 17:00,8.8
27-10-10 16:00,2.4
27-10-10 15:00,3.1
27-10-10 14:00,1.8
27-10-10 13:00,1.0
27-10-10 12:00,1.0
27-10-10 11:00,1.0
27-10-10 10:00,1.0
27-10-10 09:00,1.5
27-10-10 08:00,3.2
27-10-10 07:00,2.2
27-10-10 06:00,1.0
27-10-10 05:00,1.0
27-10-10 04:00,1.0
27-10-10 03:00,1.0
27-10-10 02:00,1.0
27-10-10 01:00,1.0
27-10-10 00:00,1.0
26-10-10 23:00,1.0
26-10-10 22:00,1.0
26-10-10 21:00,1.0
26-10-10 20:00,1.0
26-10-10 19:00,1.0
26-10-10 18:00,1.0
26-10-10 17:00,1.0
26-10-10 16:00,1.0
26-10-10 15:00,1.0
26-10-10 14:00,1.0
26-10-10 13:00,1.0
26-10-10 12:00,1.0
26-10-10 11:00,1.0
26-10-10 10:00,1.0
26-10-10 09:00,1.0
26-10-10 08:00,1.0
26-10-10 07:00,1.0
26-10-10 06:00,1.0
26-10-10 05:00,1.0
26-10-10 04:00,1.0
26-10-10 03:00,1.0
26-10-10 02:00,1.0
26-10-10 01:00,1.0
26-10-10 00:00,1.3
25-10-10 23:00,2.6
25-10-10 22:00,2.2
25-10-10 21:00,3.4
25-10-10 20:00,2.1
25-10-10 19:00,1.0
25-10-10 18:00,1.0
25-10-10 17:00,1.2
25-10-10 16:00,1.7
