Datum Zeit,Dresden-Winckelmannstr. PM10
,µg/m³
30-09-15,16
29-09-15,13
28-09-15,15
27-09-15,13
26-09-15,16
25-09-15,15
24-09-15,11
23-09-15,9
22-09-15,14
21-09-15,14
20-09-15,8
19-09-15,9
18-09-15,7
17-09-15,12
16-09-15,14
15-09-15,8
14-09-15,22
13-09-15,17
12-09-15,17
11-09-15,16
10-09-15,14
09-09-15,7
08-09-15,10
07-09-15,7
06-09-15,10
05-09-15,6
04-09-15,10
03-09-15,10
02-09-15,10
01-09-15,21

