Datum Zeit,Carlsfeld PM10
,µg/m³
30-09-15,9
29-09-15,6
28-09-15,5
27-09-15,7
26-09-15,13
25-09-15,8
24-09-15,5
23-09-15,4
22-09-15,8
21-09-15,7
20-09-15,5
19-09-15,5
18-09-15,4
17-09-15,6
16-09-15,6
15-09-15,4
14-09-15,8
13-09-15,11
12-09-15,11
11-09-15,13
10-09-15,6
09-09-15,8
08-09-15,5
07-09-15,3
06-09-15,2
05-09-15,4
04-09-15,6
03-09-15,8
02-09-15,6
01-09-15,11

