Datum Zeit,Brockau PM10
,µg/m³
30-09-15,13
29-09-15,11
28-09-15,10
27-09-15,11
26-09-15,17
25-09-15,12
24-09-15,7
23-09-15,6
22-09-15,10
21-09-15,10
20-09-15,6
19-09-15,7
18-09-15,5
17-09-15,6
16-09-15,10
15-09-15,6
14-09-15,10
13-09-15,14
12-09-15,11
11-09-15,15
10-09-15,9
09-09-15,8
08-09-15,8
07-09-15,5
06-09-15,5
05-09-15,6
04-09-15,8
03-09-15,8
02-09-15,8
01-09-15,13

