Datum Zeit,Dresden-Bergstraße PM10
,µg/m³
30-09-15,31
29-09-15,24
28-09-15,24
27-09-15,18
26-09-15,23
25-09-15,25
24-09-15,24
23-09-15,20
22-09-15,20
21-09-15,27
20-09-15,12
19-09-15,15
18-09-15,18
17-09-15,19
16-09-15,20
15-09-15,20
14-09-15,31
13-09-15,20
12-09-15,23
11-09-15,26
10-09-15,24
09-09-15,18
08-09-15,21
07-09-15,15
06-09-15,13
05-09-15,10
04-09-15,19
03-09-15,18
02-09-15,19
01-09-15,33

