Datum Zeit,Dresden-Winckelmannstr. PM2.5
,µg/m³
30-09-15,10.16
29-09-15,8.38
28-09-15,8.44
27-09-15,7.22
26-09-15,9.18
25-09-15,9.17
24-09-15,7.02
23-09-15,5.52
22-09-15,8.62
21-09-15,10.55
20-09-15,5.22
19-09-15,5.53
18-09-15,4.96
17-09-15,6.60
16-09-15,7.44
15-09-15,4.33
14-09-15,17.67
13-09-15,11.64
12-09-15,12.76
11-09-15,12.79
10-09-15,9.14
09-09-15,4.31
08-09-15,4.66
07-09-15,3.34
06-09-15,2.64
05-09-15,3.25
04-09-15,6.56
03-09-15,5.93
02-09-15,6.34
01-09-15,13.48

