Datum Zeit,Leipzig-West PM10
,µg/m³
30-09-15,11
29-09-15,10
28-09-15,10
27-09-15,11
26-09-15,16
25-09-15,17
24-09-15,10
23-09-15,7
22-09-15,10
21-09-15,18
20-09-15,8
19-09-15,10
18-09-15,7
17-09-15,7
16-09-15,
15-09-15,7
14-09-15,13
13-09-15,16
12-09-15,16
11-09-15,17
10-09-15,10
09-09-15,6
08-09-15,10
07-09-15,7
06-09-15,7
05-09-15,7
04-09-15,11
03-09-15,12
02-09-15,9
01-09-15,18

