Datum Zeit,Zwickau-Werdauer Straße PM10
,µg/m³
30-09-15,18
29-09-15,16
28-09-15,17
27-09-15,17
26-09-15,24
25-09-15,16
24-09-15,13
23-09-15,9
22-09-15,13
21-09-15,16
20-09-15,8
19-09-15,9
18-09-15,9
17-09-15,11
16-09-15,17
15-09-15,9
14-09-15,15
13-09-15,16
12-09-15,18
11-09-15,24
10-09-15,15
09-09-15,11
08-09-15,13
07-09-15,9
06-09-15,7
05-09-15,8
04-09-15,11
03-09-15,11
02-09-15,12
01-09-15,19

