Datum Zeit,Goerlitz PM10
,µg/m³
30-09-15,27
29-09-15,16
28-09-15,15
27-09-15,14
26-09-15,17
25-09-15,21
24-09-15,20
23-09-15,20
22-09-15,19
21-09-15,16
20-09-15,7
19-09-15,16
18-09-15,16
17-09-15,19
16-09-15,23
15-09-15,13
14-09-15,25
13-09-15,20
12-09-15,25
11-09-15,29
10-09-15,13
09-09-15,10
08-09-15,14
07-09-15,17
06-09-15,7
05-09-15,9
04-09-15,15
03-09-15,15
02-09-15,14
01-09-15,30

