Datum Zeit,Chemnitz-Mitte PM10
,µg/m³
31-08-07,15
30-08-07,14
29-08-07,16
28-08-07,16
27-08-07,14
26-08-07,26
25-08-07,17
24-08-07,15
23-08-07,20
22-08-07,12
21-08-07,9
20-08-07,17
19-08-07,20
18-08-07,13
17-08-07,12
16-08-07,10
15-08-07,19
14-08-07,17
13-08-07,19
12-08-07,14
11-08-07,9
10-08-07,26
09-08-07,30
08-08-07,42
07-08-07,33
06-08-07,25
05-08-07,24
04-08-07,19
03-08-07,28
02-08-07,17
01-08-07,15

