Datum Zeit,Borna PM10
,µg/m³
31-08-07,24
30-08-07,21
29-08-07,13
28-08-07,17
27-08-07,11
26-08-07,27
25-08-07,21
24-08-07,16
23-08-07,21
22-08-07,18
21-08-07,11
20-08-07,15
19-08-07,21
18-08-07,13
17-08-07,14
16-08-07,17
15-08-07,18
14-08-07,19
13-08-07,24
12-08-07,13
11-08-07,12
10-08-07,26
09-08-07,43
08-08-07,36
07-08-07,33
06-08-07,23
05-08-07,19
04-08-07,24
03-08-07,30
02-08-07,19
01-08-07,16

