Datum Zeit,Plauen-Sued PM10
,µg/m³
31-08-07,18
30-08-07,17
29-08-07,22
28-08-07,21
27-08-07,19
26-08-07,21
25-08-07,22
24-08-07,20
23-08-07,19
22-08-07,16
21-08-07,13
20-08-07,17
19-08-07,15
18-08-07,18
17-08-07,14
16-08-07,14
15-08-07,19
14-08-07,21
13-08-07,20
12-08-07,14
11-08-07,11
10-08-07,26
09-08-07,30
08-08-07,44
07-08-07,34
06-08-07,24
05-08-07,16
04-08-07,15
03-08-07,26
02-08-07,18
01-08-07,14

