Datum,Zeit,BEN,CO,NO,NO2,O3,PM10,PM10_Pb,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,mg/m3,µg/m³,µg/m³,µg/m³,µg/m³,ng/m3,µg/m³,µg/m³
2016-06-01,,,,,,,13,,8.28,
2016-06-01,01:00,,,1,19,,,,,2.4
2016-06-01,02:00,,,1,19,,,,,2.8
2016-06-01,03:00,,,1,16,,,,,2.9
2016-06-01,04:00,,,1,22,,,,,3.9
2016-06-01,05:00,,,1,21,,,,,4.0
2016-06-01,06:00,,,1,23,,,,,4.2
2016-06-01,07:00,,,1,14,,,,,2.4
2016-06-01,08:00,,,5,16,,,,,2.2
2016-06-01,09:00,,,1,12,,,,,2.7
2016-06-01,10:00,,,1,9,,,,,2.6
2016-06-01,11:00,,,1,7,,,,,2.8
2016-06-01,12:00,,,1,6,,,,,3.2
2016-06-01,13:00,,,1,6,,,,,3.3
2016-06-01,14:00,,,1,12,,,,,3.0
2016-06-01,15:00,,,1,15,,,,,2.4
2016-06-01,16:00,,,1,30,,,,,1.6
2016-06-01,17:00,,,8,63,,,,,1.3
2016-06-01,18:00,,,4,45,,,,,1.9
2016-06-01,19:00,,,3,43,,,,,1.4
2016-06-01,20:00,,,4,47,,,,,1.2
2016-06-01,21:00,,,6,56,,,,,0.5
2016-06-01,22:00,,,1,30,,,,,1.2
2016-06-01,23:00,,,1,10,,,,,1.3
2016-06-02,,,,,,,10,,6.29,
2016-06-02,00:00,,,1,8,,,,,1.2
2016-06-02,01:00,,,1,8,41,,,,1.1
2016-06-02,02:00,,,1,17,25,,,,1.0
2016-06-02,03:00,,,1,16,29,,,,0.5
2016-06-02,04:00,,,1,14,25,,,,0.5
2016-06-02,05:00,,,1,22,14,,,,0.5
2016-06-02,06:00,,,5,25,15,,,,0.5
2016-06-02,07:00,,,6,42,9,,,,0.5
2016-06-02,08:00,,,8,31,20,,,,0.5
2016-06-02,09:00,,,4,18,,,,,1.1
2016-06-02,10:00,,,12,21,,,,,1.2
2016-06-02,11:00,,,2,8,71,,,,1.8
2016-06-02,12:00,,,1,5,94,,,,2.2
2016-06-02,13:00,,,1,6,103,,,,2.2
2016-06-02,14:00,,,1,6,101,,,,2.0
2016-06-02,15:00,,,2,8,91,,,,1.9
2016-06-02,16:00,,,2,8,94,,,,2.0
2016-06-02,17:00,,,1,9,94,,,,2.6
2016-06-02,18:00,,,1,13,88,,,,3.7
2016-06-02,19:00,,,1,12,84,,,,2.9
2016-06-02,20:00,,,2,21,67,,,,1.9
2016-06-02,21:00,,,1,34,40,,,,1.5
2016-06-02,22:00,,,1,43,22,,,,1.3
