Datum Zeit,Chemnitz-Mitte PM10
,µg/m³
31-07-12,9
30-07-12,10
29-07-12,14
28-07-12,20
27-07-12,34
26-07-12,39
25-07-12,30
24-07-12,19
23-07-12,13
22-07-12,10
21-07-12,12
20-07-12,11
19-07-12,10
18-07-12,11
17-07-12,9
16-07-12,8
15-07-12,6
14-07-12,8
13-07-12,6
12-07-12,6
11-07-12,12
10-07-12,12
09-07-12,8
08-07-12,13
07-07-12,13
06-07-12,15
05-07-12,23
04-07-12,23
03-07-12,26
02-07-12,16
01-07-12,13

