Datum Zeit,Bautzen PM10
,µg/m³
31-07-12,11
30-07-12,12
29-07-12,14
28-07-12,25
27-07-12,35
26-07-12,30
25-07-12,29
24-07-12,22
23-07-12,13
22-07-12,9
21-07-12,11
20-07-12,10
19-07-12,13
18-07-12,12
17-07-12,6
16-07-12,10
15-07-12,6
14-07-12,6
13-07-12,6
12-07-12,8
11-07-12,11
10-07-12,10
09-07-12,9
08-07-12,10
07-07-12,11
06-07-12,12
05-07-12,23
04-07-12,25
03-07-12,16
02-07-12,15
01-07-12,14

